Category,Prompt,Generated Text,i,MAX_LEN
Indian defense,"soon, india defence attach at us navy bahrain command","soon, india defence attach at us navy bahrain command, major raju kumar, visited naval base, washington to meet with us officials and discuss matters pertaining to defence cooperation, including the ongoing exercise 'indian ocean-2016'. major kumars meeting with admiral robert duncan, commander, us naval forces, u s pacific fleet, was followed by a meeting between us and indian naval officers on 22 april. us pacom, through adm roberts duncana, met the visiting indian defence attache and reviewed the progress of the bilateral defence engagement. adm dana expressed his satisfaction with the growing cooperation between the two navies and emphasised on the need to enhance such cooperation to further enhance cooperation and understanding between navys of india and the united states. the navymaster, on his part, expressed the hope that the visit will help further improve the level of cooperation. he also thanked the adm for the opportunity to",141,184
Indian defense,rolls-royce:'the right collaboration can accelerate india's defence programmes and build strategic capability',"rolls-royce:'the right collaboration can accelerate india's defence programmes and build strategic capability'
The Defence Minister of India, Mr. Rajnath Singh, inaugurated RRMCA'S (Rolls Royce, Mahindra, Hindustan Aeronautics' Joint Venture - RRHJ) new manufacturing and research facility in Bengaluru on 19 September.
Mr. P.K. Iyer, MD & CEO of RRJ, Dr. V.P. Satheesh, Executive Director, RRMA, and Mr Vinnie Mehta, Chairman, RRR, were also present. This plant was commissioned as a part of their 2018 MoU to create the largest industrial base for defence manufacturing in India. The Defence Ministry has already sanctioned an investment worth Rs.3,000 crore, for which the Government of Karnataka also granted Rs 2,500 crore. Rolls-Royce is also investing Rs, 1,250 crore in the facility with an annual capacity of 200 engines and a research / technology centre.",142,199
Indian defense,india-russia defence ties amid covid-19,"india-russia defence ties amid covid-19 pandemic | OneIndia News
India and Russia are engaged in “constructive dialogue” for further strengthening their defence cooperation and ‘Make In India’ initiative, the Ministry of External Affairs on Wednesday said, amid the coronavirus outbreak..
External Affairs Minister S Jaishankar on Tuesday said that both the countries are looking for ways to further strengthen their ties and defence and industry cooperation. India and India are also looking to ""explore the possibility of joint manufacturing of defence equipment in India, with Russian assistance"", the MEA said in a statement. In a phone call with his Russian counterpart Sergei Lavrov, Jaichandlank said : ”The two ministers agreed that it was very important to maintain the momentum in the defence relationship between the two countries and to explore the scope to expand and further deepen the partnership.""",143,190
Indian defense,"the maritime self-defence force mission in the indian ocean: afghanistan, nato and japan's political impasse","the maritime self-defence force mission in the indian ocean: afghanistan, nato and japan's political impasse
- Format:
-.",144,194
Indian defense,"make-in-india in defence electronics, a reality check","make-in-india in defence electronics, a reality check
Make in India is the government’s flagship initiative that aims to bring about a sea change in the country’ s manufacturing sector, to propel the growth of its manufacturing industry. In order to give a boost to the Indian economy, the Union Cabinet recently cleared a ‘Strategic Partnership Model’ that will allow companies to co-partner and collaborate with each other to manufacture defence products and equipment.
The move is aimed at giving a push to “make in india” initiative and also to provide impetus for defence manufacturing. However, it is worth mentioning, at the same time that ” – as per the official statement of the Defence Ministry. According to sources, as many as 1000 defence production projects, worth more than $100 billion, will be brought under this Strategic Partnership model, under the ’Make-In-India’ initiative. This initiative is likely to",145,180
Indian defense,why japan needs india as a defence partner,"why japan needs india as a defence partner
Japan has become the second country to buy BrahMos, a supersonic cruise missile jointly developed by India and Russia, after Indonesia signed a USD 1-billion deal on Thursday.
Why India Needs China As A Defence Partner
India should also not forget that China has a much more sophisticated army than India. India’s armed forces are still struggling with a lack of modern equipment and are unable to compete on the international stage. It has been said that if it comes to a conflict, China’ s military has the upper hand. The US has long considered China to be a potential enemy, and the country is also in a trade war with the United States. China also has close relationships with Pakistan. In short, India needs China as an enemy and as part of its foreign policy.",146,188
Indian defense,employee attrition and employee satisfaction: a study of hr performance appraisal & training practices in defence psus in india,"employee attrition and employee satisfaction: a study of hr performance appraisal & training practices in defence psus in india
Abstract
This study is aimed at evaluating the impact of employee retention and training (training) practices on employee attritions / retention. The study was conducted in 4 PSUs - one in each industry i.e. 2 each in manufacturing and services sectors. A total sample size of 150 employees from each PSU were taken for the study. Data was collected through questionnaire surveys, structured interview and focus group discussion. Statistical tools used were analysis of variance, regression and t- tests, to analyse the data.
The study findings suggest that employees have positive perceptions about the training programs provided in these PSUS and also about their employer and job security is a major factor that influences employees to leave the organization. Further it is also observed that training is one of the important tools in retaining good employees and the PSIs which provide training to their employees tend to be more productive as compared to those who do not provide trainings",147,189
Indian defense,"how far west?: lord curzon's transcaucasian (mis) adventure and the defence of british india, 191823","how far west?: lord curzon's transcaucasian (mis) adventure and the defence of british india, 191823
Description matérielle : 1 vol. / ill., tabl., 30 cm
Genre:
Liens externes
Exemplaires
",148,200
Indian defense,restructuring indian defence industry: enhancing the role of the private sector,"restructuring indian defence industry: enhancing the role of the private sector
The government has recently initiated a process to restructure the defence sector. This has come at a time when the armed forces are facing a severe shortfall in their operational requirements. The restructuring has been proposed in two parts: in the first, the army is to be separated from the other three services, which would then be reorganised, and the second is the setting up of a new defence industrial base, including a private manufacturing sector in defence.
In a recent article in Foreign Policy, Mani Shankar Aiyar writes that ""the government is planning a restructuring of India’s defence industries which it sees as critical to India's security and prosperity"". The first step is in setting out to separate the Indian army and other services and make it a separate ministry. A new ministry would have “a more focused mandate for defence production, procurement and security of supply of weapons and ammunition"". A separate defence ministry is necessary to enable the government to",149,193
Indian defense,quality management systems and performance in indian defence r&d,"quality management systems and performance in indian defence r&d organisations an analysis of case studies
- Author:
Muralidhar
The Indian armed forces are among the few in the world that are able to develop indigenous military hardware, weapons, and platforms to meet current and future challenges. These systems are critical assets for the nation, which are developed by the DRDOs of India.
A quality management system is necessary in such an environment to ensure the quality of products and process outputs, thus enabling the development of a strong and efficient industrial base for defence and security. However, a recent study by a reputed consulting firm found that only 20 out of 120 DRDos and defence PSUs have implemented and/or certified to an ISO 9001 quality standard. This paper is an attempt to analyse this issue in greater detail and suggest possible solutions for it. Using an extensive literature review, it finds that DRDs and DPSUs are lag",150,180
Indian defense,kalaripayattthe ancient indian art of self defence,"kalaripayattthe ancient indian art of self defence. the word kalarippayat, is derived from two words kala ( time) & payathi – “kai” means ‘time’.
Kali - the goddess of destruction and power and her consort kalki, will come down to destroy the demons.... the first time, and this is the only way to. The ancient Indian art is still practiced in Kerala and it is a very unique and effective way of fighting. There are two kinds of kali: one is with the weapon, which is known as kalari payattu.",151,188
Indian defense,human battery for indian defence force,"human battery for indian defence force?
I am not against the idea of a human battery, but if we are using humans as a source of energy, it is not a bad idea to use it for other purposes as well.
If you can use a battery like this to recharge your laptop, why not use the power from a person's body to power a laptop? This could be done by using an electroplasma generator. This device is made from the body' s own cells and can be used to make batteries for your car, laptop charger, etc.. I am sure that there are many ways to harness this power and make them into something useful, like making batteries. If you are looking at a future where we need batteries to run our vehicles, you will need to have the energy stored in something other than your own battery. There are other ways that we can harness the human body. We are",152,180
Indian defense,in defence of the fragment: writing about hindu-muslim riots in india today,"in defence of the fragment: writing about hindu-muslim riots in india today, in a new collection of essays edited by prabhat mazumdar and rajesh kaul, the eminent scholar and journalist arundhati roy, writes, ""i was once told by a journalist that the hindus are not good at writing essays - they're not used to it..
Essay on my school in sanskrit language, research papers on database management systems pdf viewer essay on criticism pope epistle 1 zip dissertation proposal presentation structure essay outline template for college admission essay introduction about yourself zumba dissertation fellowships social sciences youtube essay writing.
A hindoo and a moslem, a hindoostanean and moslum are different races, different languages, and different religions, as different as a tigers cub and an englishman (p 2) he says the british government in 1927 has made a mistake when they gave the moslems the franchise",153,185
Indian defense,a phased approach to india's missile defence planning,"a phased approach to india's missile defence planning
In the late 1970s, the Indian government decided that India’s security required an independent nuclear deterrent. The decision to acquire a nuclear weapons stockpile came after a series of incidents in which India was forced to rely on other countries to defend it from Pakistani nuclear attacks.
At the time, there were few options for India. India did not have the financial resources to develop its own nuclear technology, nor was India capable of building nuclear warheads without the help of an outside country. This was due to the fact that a significant percentage of the country’’ military equipment was manufactured in the United States at the end of World War II, making India reliant on Washington. In addition, India relied upon American technology to help develop nuclear weaponry. Finally, since the 1950’’, India had maintained an agreement with the U.S to buy its nuclear fuel. It was the combination of these three things that made India unable to build its first nuclear bombs. However,",154,198
Indian defense,the defence of india: a budgetary perspective of strategy and politics,"the defence of india: a budgetary perspective of strategy and politics in south asia
by j.p. narayan
Published by the Indian Institute of Advanced Study, Shimla in conjunction with Oxford University Press and the Oxford Centre for Global and Area Studies, 2003
- #2 in Nonfiction, Reference & Language, Education, Political Science, International, Globalization
Get eBook
We are sorry, but this item is currently unavailable.
Product details
Showing 1 -, the defence ministry, and various government think-tanks, this volume addresses the challenges posed to India by its neighbours, including Pakistan, China and Sri Lanka, with a particular focus on the nuclearisation of South Asia.",155,195
Indian defense,the flight from defence to civilian space: evolution of the sectoral system of innovation of india's aerospace industry,"the flight from defence to civilian space: evolution of the sectoral system of innovation of india's aerospace industry
About the Project:
The aim of this project is to understand the evolution and current status of Indian aerospace sector and the policies that have supported it over its life span. The project will look at various policy interventions and how these have impacted the industry and its evolution. It will focus on a particular period (1996-2015) which will allow us to look back and see how it evolved from a defence-oriented industry to a largely civilian and private sector dominated industry. As a result of its transformation the aerospace and defence industry is no more in the radar of policy makers.
Project Leader: Dr Anshuman Jadav
Funding: University Grants Commission. Government of India
Status of Project & Expected Results: The work plan is ready.",156,191
Indian defense,"colonization, defence, and railways in our indian empire","colonization, defence, and railways in our indian empire. the book is in three books, the first book gives us the background to the war. he writes about the rise of the british empire, their trade in india, how the indian economy had been destroyed by the trade with british products, which they could not match. also, he describes how india was divided by britain and their colonies. and about their struggle against the french to protect their territory and people. in the second book we get a description of all the battles in this war and how they fought, with details, like number of dead bodies left behind and all. there are descriptions of battles at places like assen in which 6000 brits were killed. we know that there were many british officers killed in that battle, but in some books we read that 30000 indian men died. this author says 15000 were the number he found after a thorough research. that is 5-6 times more than",157,188
Indian defense,indian supreme court declares a narrow application of the public policy defence to enforcement of foreign arbitral awards in india,"indian supreme court declares a narrow application of the public policy defence to enforcement of foreign arbitral awards in india
The Supreme Court of India (“the Court”) has recently decided in the matter of The National Thermal Power Corporation v. Russian Power Engineers JSC & Anr. [2020] 5 SCC 1 that the Indian courts will have to apply the narrow public interest defence (as enunciated by the Supreme Courts in The Union of Russia and CIS States on 29th September 2017 v The JSW Steel Ltd. and Ors.1 and the Union Bank of Switzerland AG v Binod Kumar Singh,2 as modified and clarified in – The International Commercial Arbitral Awards of Ukraine and Russia v Ukrainian Steel Works and The Ukrainian Coal Mining Company v Oleg Makhnitsky,3 to the defence of public interests.
In the instant decision the Court has clarified and restricted the scope of application, the “public interest” in public sector contracts. It has also made it clear that public bodies have the right to seek arbitration. The Court",158,198
Indian defense,"identification of defence proteins, essential for aphid tolerance in indian mustard","identification of defence proteins, essential for aphid tolerance in indian mustard (bhindi, vethalai kizhangu), an important food crop
Date2002
Author
Gopalan, R.R.
MetadataShow full item record
Abstract
Aphids, pests of major crops, can reduce crop yields by more than 50%. The present study was conducted in the laboratory on Vethalaikizhangu,a native of South Africa. In the first experiment, different aphids were fed on vithalaikkizhaungu leaves in a factorial arrangement. Two aphidas were found to be more damaging to this crop, namely, Aulacophora maligana - a major pest of Indian mustard and Eutypa lataa – a minor pest. The aphidia was identified as A.maligano on the basis of the following characteristics viz., a : a black",159,182
Indian defense,nuclear weapons in india's defence policy: achieving conventionalnuclear synergy,"nuclear weapons in india's defence policy: achieving conventionalnuclear synergy
Nuclear Weapons in India' s Defence.... nuclear weapon, and India has to decide on its future nuclear policy. In view of the.
naval forces india: nuclear weapons on board
In the Indian Navy, nuclear-armed vessels are referred to as the Nuclear. Powered.. India. Nuclear Weapons on Board. Naval Forces India:
a review of india 'a nuclear doctrine
A review is given of Indian nuclear forces, doctrine and strategy, the role of nuclear. Weapons..... nuclear arms race in South Asia and its consequences.",160,191
Indian defense,"british military policy and the defence of india: a study of british military policy, plans and preparations during the russian crisis, 1876-1880","british military policy and the defence of india: a study of british military policy, plans and preparations during the russian crisis, 1876-1880 [by james d. mackenzie, jr.]
by JAMES DAVID MACKENZIE
- Used
Hardcover.
London: HMSO, Government Printer,
1949., c. 1924. Quarto, original cloth with gilt titles on the spine, illustrated dust wrapper with 'bust of Sir George White' by R. H. Vaux (the ""White Line"" artist) mounted on front panel, some rubbing to edges, slight foxing to endpapers and title page, minor wear to the dustwrapper, otherwise very good condition, with a very clean and bright contents; the contents are very lightly toned, a nice copy.",161,182
Indian defense,offset policy of the republic of india: a new stage in the development of defence industry of the country,"offset policy of the republic of india: a new stage in the development of defence industry of the country.
- Authors:
-. (author). - М.: Ун-ИК, 2001. [Электрообрабйтельнгвите – РФ, Веселий решител : Даниил С. КОТ.], ПЕНЦУ «Здарна мм», 1993, p.М.",162,194
Indian defense,foreign and defence policy of pakistan towards india,"foreign and defence policy of pakistan towards india and china essay
In his essay, ‘China s Foreign Policy’, the author, Wang Jisi, provides an analysis of China s foreign policy as a rising power the foreign relations of china take place in an international system shaped by other global actors and regional powers. The Chinese Communist Party (CPC) has been at the helm since 1949, when it won its war of independence with the help of the Soviet Union and the United Kingdom [citation needed] in addition to the countries of east asia, china has. This section is dedicated to an explanation of foreign aid in Pakistan foreign exchange reserves are a country s monetary assets held in a foreign currency, including foreign-held deposits in the central bank and foreign. Foreign aid is a type of financial assistance given by a nation s government to another foreign country the united states has no official foreign trade policy, and does not have a single",163,184
Indian defense,india-australia defence relations,"india-australia defence relations
Australia and India are expected to sign a pact for the deployment of Australian troops as part of the Indian government's effort to enhance its defence capabilities.
The pact will also see a greater number of Indian soldiers serving in Australia, in exchange for Indian military training for local soldiers. Australia and the US are the only two countries which have not signed defence cooperation pacts with India.",164,188
Indian defense,"usindia defence industry collaboration: trends, challenges and prospects","usindia defence industry collaboration: trends, challenges and prospects
- Details
-.",165,194
Indian defense,building semantically annotated corpus for text classification of indian defence news articles,"building semantically annotated corpus for text classification of indian defence news articles
Date2020
Author
Sharma, P.
Kumar, S. S
MetadataShow full item record
Abstract
The present paper presents a novel approach to build a semantic annotated text corpus, based on a large number of documents, for the purpose of developing a classifier that can be used to classify the text documents based upon their semantics. The annotated data set consists of a set of defense related articles which are classified as positive/negative and a manually curated corpus based from a corpus mining tool. These two corpora are further used for building the semantic annotated corporal for use in a machine learning algorithm for developing an accurate classifier. In the present study, we use the LSI based approach for feature selection to select the relevant features to be considered while training the model and then, used a Random forest classifier to develop the classifier for both the corporals. Experimental results demonstrate that the proposed technique outperformed a number approaches used in the literature.",166,193
Indian defense,development and evaluation of an intervention program to manage stress among trainees at the indian defence academy,"development and evaluation of an intervention program to manage stress among trainees at the indian defence academy
Date2013
Author
Prabhu, P
MetadataShow full item record
Abstract
This study was conducted in the Indian Defence Academy (IDA) located at Pune to assess the level of stress and to develop a stress management program. In the first step a cross sectional study with 50 participants was carried out to determine the effect of the intervention programs to reduce stress on trainees in IDA, Pune. For the second step the stress was further assessed for 10 participants to study the effectiveness of each program and then the third step involved in depth interviews with some of these 20 subjects. The result showed that the trainees of IAD have moderate level to high level stress. Stressors identified included workload - 92%, lack of sleep – 82%, social pressures 72%, family pressures-60%. The intervention programmes conducted were : yoga, meditation and deep breathing. It was found through the post intervention test that trainees who were exposed",167,194
Indian defense,"ballistic missile defence for india: necessity, imperatives and implications","ballistic missile defence for india: necessity, imperatives and implications
by Ananth Krishnan – The Indian Defence Review
A ballistic missile (or ballistic rocket).
The missile’s warhead is a nuclear, chemical, or biological payload that may be either conventional or nuclear.
Missiles can be classified by their method of propulsion. Missiles that are propelled by jet engines, rockets, and other chemical or mechanical reactions are known as ballistic missiles. Ballistic missiles have a range and payload capability that exceeds that of cruise missiles and bombers. They have been used in military conflicts since the 1950s, most notably in the Cold War era during the nuclear standoffs between the Soviet Union and the United States. The development of these missiles led both sides to devote large amounts of resources to developing countermeasures..
History
Origins
In the ancient Indian Vedas, the first description of a ballistic device can found :
“The king said: Oh mighty sage, I desire the knowledge of the celestial",168,196
Indian defense,"his majesty's indian allies: british indian policy in the defence of canada, 1774-1815//review","his majesty's indian allies: british indian policy in the defence of canada, 1774-1815//review
Review of: His Majesty' s Indian Allies: British Indian Policy in The Defence of Canada,1773-1859, by R.J. Knepper
Reviewed work(s):
His Majesty 'S Indian Alliances:
British Indian
Policy in
The Defence
of Canada
1772-1
555
Author(S): R
. J
Knepper",169,191
Indian defense,the role of ballistic missile defence in the emerging india-china strategic balance.,"the role of ballistic missile defence in the emerging india-china strategic balance.
the indian military has been working on a missile defense architecture for a long time and has achieved a lot of progress in recent years. the indo-american defense cooperation has played a significant role in strengthening the indian missile shield. in 2008, indians and americans signed an agreement for the purchase of 6 mq-4c hawkeye airborne early warning and control (awacs) aircraft, which has a radar system to detect stealth aircraft such as chinese j-20 fighter jets. with the acquisition of this aircraft and the establishment of joint facilities, the united states and india signed the memorandum of understanding in august 2018 on the “india united state defense framework cooperation”. under this agreement, both countries have agreed to enhance their military exchanges and cooperation in various military areas. as part of the agreement in this framework, us defense secretary mark tory and defense minister nirmala sithar",170,186
Indian defense,"in defence of british india: great britain in the middle east, 1775-1842","in defence of british india: great britain in the middle east, 1775-1842
The first book to examine British India in a truly comparative and global context, this study provides a new understanding of the role of India for Britain's global power in this period.
- Limba : Engleza
-)
Acum 41% reductionari",171,191
Indian defense,india's partition and the defence of pakistan: an historical perspective,"india's partition and the defence of pakistan: an historical perspectiveDownload Book India S Partition And The Defence Of Pakistan An Historical Perspective in PDF format. You can Read Online India' SPartition AndThe DefenceOf Pakistan (An Historical perspective) here in Paperback Format. Get Online Access To India 'S PartitionAndThe DefenseOfPakistan( An historicalperspective) PDF Ebook File on your computer or laptop with eBooks.PDF file format for India s Partition andthe Defence of Pakistan an HistoricalPerspective Book.
India Spartition Andthe Defenseof Pakistan
AnHistorical PerspectiveAuthor : P. R. Chitnis
ISBN  and a chapter on the Partition of Jammu & Kashmir. In the concluding chapter, Dr. P R Chiti nisuggested.",172,181
Indian defense,"imperial defence in the indian ocean, 1928-60","imperial defence in the indian ocean, 1928-60 : the british military response to the great gameDownload imperial defence the the Indian Ocean the British military the response the Great the Game) the (19281960) pdf
You can download or read online the files PDF, if you need to imperial defense the in hindi you can search for them through search engines for as well as many other useful files.",173,194
Indian defense,global navigation satellite systems and indian defence research-a review,"global navigation satellite systems and indian defence research-a review and a proposal to address emerging threats and challenges
Abstract
With the introduction of Global Navigation Satellite System (GNSS) in the 21st century, navigation has become an important aspect in warfare. GNSS is a technology that provides highly accurate position and time information to the users and the military. The GNSSL - based positioning system provides accurate location information within centimetre level of precision over a large area within minutes of time, which is critical for navigation. In addition, GNSPL also helps to track the movements of objects within its range. Since GNPS is based on radio signals it can be easily jammed, disabled or destroyed.
The research work is to review the current GNSA capabilities of the country and assess the impact in case of any GNPA/GNPS failure on the operational capabilities and its potential impact on India. A review of various GNPPL systems available in other countries has been performed",174,186
Indian defense,india and central asia defence cooperation,"india and central asia defence cooperation - download book.pdf
India and Central Asia Defence Cooperation (ICADC) is one of the most important initiatives of cooperation between the Indian and the Central Asian Countries. This initiative was initiated in the year 2006 and now has evolved as an effective instrument of security cooperation and peace-building in this region of critical importance for India and its Central
Asia. The ICADCs aim to contribute to peace, security and stability in a region where these are most needed. As Central Asians are a vital part and component of India s neighbourhood, the ICADs are an important initiative of strategic engagement between India, Central Asias most populous countries and one with which India is deeply linked culturally, historically and
geographically, through centuries.
The ICADS are being pursued as a framework for cooperation in four areas: 1) Capacity-Building and Training; 2) Military Cooperation;
3) Counter Terrorism Cooperation and; and 4) Border Management cooperation",175,197
Indian defense,southeast asia-india defence relations in the changing regional security landscape,"southeast asia-india defence relations in the changing regional security landscape
Main navigation
About
History
Blog Posts
south-east asias relations with india are on a high and will continue to remain so as both countries seek to expand their economic ties
indias economic relationship with south-eastern asian countries is a key element of the countries foreign policy
in this paper we examine this economic relations and the political and strategic factors that affect them
the paper analyses the role of south east asian region in indian foreign relations
and the paper also analyses south asian security scenario and south asians strategic relations especially with indias strategic ally china",176,200
Indian defense,india-israel defence cooperation: security implications for pakistan,"india-israel defence cooperation: security implications for pakistan
India-Israel relations have taken a new turn in the wake of US President Barack Obama’s visit to India in July 2010. In fact, it was this visit that provided the impetus to the strategic cooperation between the two countries that is now at the peak of its development. Since then, Indian Prime Minister Dr Manmohan Singh and his Israeli counterpart Binyamin Netanyahu have met on several occasions.
It was in this backdrop that in February this year, the first India-Israeli Defence Industry Conference was held in New Delhi, with the participation of a delegation led by Israel Defence Minister Ehud Barak and the head of the Ministry of Science and Technology and Space of India, Vilasrao Deshmukh, who is also a member of Prime Ministers Council on Defence, Security and Strategic Affairs. The conference aimed at promoting the defence industrial cooperation and technological collaboration between India and Israel. A number of MoUs were signed in order to promote and boost the technological cooperation in",177,198
Indian defense,indian defence review jan-jun 1988 (vol 3.1),"indian defence review jan-jun 1988 (vol 3.1)
- -
(c) 2001-2002 by Indian
Defence Review & News Service.
All
rights reserved | Disclaimer,
Design : brishtech.com / drishta
Please send your comments to Webmaster
This Page was updated on 25-Nov-2014",178,183
Indian defense,analytical approach to indian defence,"analytical approach to indian defence industry. This book is a comprehensive reference on the Indian arms industry and a vital source of information on this critical topic.
Dr. Arun Sahastrabuddhe has a doctoral degree in international relations and has taught at the United Nations Institute for Disarmament Research. He has served at UNIDIR since 2009 and is currently an associate professor and Head of the Disciplines Programmes of Studies.",179,182
Indian defense,"the handbook of indian defence policy: themes, structures, and doctrines","the handbook of indian defence policy: themes, structures, and doctrines. (2007). New Delhi: Pentagon.
- ^ a b c d e f g h.",180,185
Indian defense,asean-india defence interactions,"asean-india defence interactions
ASEAN – India Defence Cooperation
The Defence Ministers of the ASEAN and India held a virtual meeting during the 15th ASEAN Defence Minister’s meeting (ADMM-15) on 22nd September 2021.
In his address, the Prime Minister of India emphasised the strategic importance of ASEAN for India and the value he attaches to his country’ relationship with it. In the context of defence cooperation, he stated that India has been working very closely with ASEAN in a number of areas including maritime security, humanitarian assistance and disaster relief, non-traditional threats, counterterrorism, peacekeeping operations, cyber and space security. He noted that the defence ministers of both countries will meet in the margins of ADMM and hold a special meeting on defence exchanges during 2nd-3rd October, and that he looks forward for a constructive discussion at the meeting. India-ASEAn Ministerial Dialogue is to be convened in",181,190
Indian defense,growing india-south korea strategic synergy: the defence domain,"growing india-south korea strategic synergy: the defence domain
India and Korea have a strategic partnership which goes back several decades now and the relationship has grown stronger since then. India has a large diaspora, which contributes to the economy and culture of India. South Korea is a leading country in terms of technology and innovation in the world, and India’s partnership with South […]",182,186
Indian defense,defence and strategic cooperation between india and the united states: challenges and opportunities,"defence and strategic cooperation between india and the united states: challenges and opportunities.
Published
Journal Article. © 2016 Wiley Periodicals, Inc. J Contemp Architec 9(3-4) (2015), pp. 1-9. Full text not available from this repository. Posted with permission of J. Contempor. Archit. Research [email protected]. Article published by Wiley in J Contemporary Architectural Education, volume 3, issue - 4, page 01-09. Available online: 10.1386/jcea.3.2-3_1 © The Royal Institution of Chartered Surveyors 2000-2014.. Posted and made available with the permission and copyright of Royal Institute of Charted Surveyor ().
Full Text
Duke Authors
Cited Authors.",183,195
Indian defense,"bigger, not necessarily better: india's defence budget 2022-23","bigger, not necessarily better: india's defence budget 2022-23
This report provides insights on India' s military expenditure, with an overview of India military budget allocation for 2018–2019, 20
-",184,190
Indian defense,significance of ayush: india's first line of defence against covid-19,"significance of ayush: india's first line of defence against covid-19
india' […] The post significance of Ayurveda: India' s first-line defence a...
Ayurveda: 'India'S first Line Of Defence Against Covid- 19': Significance Of Ayurveda -
#Ayush #India ",185,197
Indian defense,indian defence review 32.4 (oct-dec 2017),"indian defence review 32.4 (oct-dec 2017)
-
Contents
India and Russia “to ink defence agreements next year”
The Times of India reports on 27 August ‘that the two countries are likely to sign the pact during Prime Minister Narendra Modi's visit to Moscow in 2020’, and adds that 'The ""road map"" for the deal is expected to be finalised by the end of 18-20 October during Defence Minister Rajnath Singh'...
Indian Army - 3 Corps, 4 Div, and 15 Corps
‘The Corps Commander of Western Command Lieutenant General RK Hooda has assumed command of the 1 Corps in Chandigarh and Lieutenant....’. [See:]
“India has no plans of deploying 5th Gen fighter in IAF’s fleet” – Air Chief Marshal R K Bhadauria
""We are not going to deploy 6 / 7..... We don't have any plan",186,200
Indian defense,indian missile defence development,"indian missile defence development – google.com.au
india is developing its indigenously built missile defense system that can intercept short- range ballistic missiles from its neighbors, according the defense ministry. the missile system has a range of 40 to 80 kilometer and can be used to intercept incoming ballistic missile, the ministry said in a statement.
India developing missile to take out Pak’s nukes: Report
The indiamart.co.in
the indian missile development programme will soon have the capacity to destroy all types of ballistic and cruise missiles, indianspace.org reported citing defense scientists. ""we will have this capability to attack all varieties of missile in 2015,"" the report quoted a scientist as …
Indian missile capable of destroying Pakistani n-warhead: report
Times of india
mumbai: india's indiasab.wordpress. com
a ballistic missil e developed indi a can now destroy ‘n-t",187,196
Indian defense,24 indian defence industry,"24 indian defence industry is the largest in the world in terms of production & exports, with an estimated production capacity of $ 50 billion per year.
India has emerged as the third largest global defence market, and the second largest importer of defence equipment. It is expected to be the biggest defence importers by 2025. The defence imports are expected grow at 8.6% CAGR and reach 2.7% of India’s GDP by the year 2017-18. By the time the 12th Five Year Plan (2012-17) ends, India is likely to spend US 150 billion on defence, which is 3% GDP. India will spend 1.5 % / Rs. 250 billion of that amount in capital acquisition in 10 years – 5 years higher than the current rate. In the next 15 years, this could rise to 4.4% by FY 2037.",188,196
Indian defense,"the reunion of the church, revised edition: a defence of the south india scheme","the reunion of the church, revised edition: a defence of the south india scheme of church polity – (bible commentaries) by c.s. johnstone —
In the last few days of December I had the pleasure of reading The Reunion of The Church. It’s a slim volume (~ 130 pages) published in India in 1952 and has recently been revised and reprinted in a limited edition. The book is by a Scottish Presbyterian minister, C. S. Johnstone, and is a very thorough and clear statement of an alternative model for ecclesiology for Reformed churches, particularly Presbyterian churches.
A few thoughts on the book:
- Johnstones’ thesis is very much a product of his time (“Church and Kingdom” is an expression that dates him). But the principles that Johnston outlines are not dependent on his particular theological or ecclesiastical commitments. They are sound and can be adopted by churches in many theological traditions. I am not an Arminian or an anti-Calvinist,",189,199
Indian defense,book review: the defence and foreign policies of india,"book review: the defence and foreign policies of india 2002-2007
Posted by harishankarbhatnagar on September 30, 2014
The title of the book ‘The defence & foreign policy of India – :2001 to ’07’ by Dr. Raghavan is a mouthful, so I will use the acronym “DFO2000” in the rest of this review.
Dr. Raja R. S. Manian, in his foreword, has described the genesis of ”DFOP200” and it’s importance for the reader. I quote:
‘This monograph is being presented to the public at this time, to enable the citizens of our country to have an objective view of some of its key national policies (especially defence) that have evolved over the last five years. It is hoped that the monography will also serve as a guide to policy makers in Government as well as to",190,192
Indian defense,india and the eu: what opportunities for defence cooperation?,"india and the eu: what opportunities for defence cooperation?
On 10 March 2022, the EU-India Joint Consultative Committee for Defence and Security Cooperation (JCC) will meet for its 14th meeting. The EU and India have been holding a Joint Defence Industry Committee (“JIDC”) since 2012 to identify areas of defence industry cooperation between the two parties. This meeting will be the 9th JIDCsince … Continue reading india and The eu : What opportunities For defence Cooperation?",191,187
Indian defense,defence primer: india at 75,"defence primer: india at 75
The first ever defence policy was adopted in March 1951, when the government of Jawaharlal Nehru announced that a national policy for defence would be formulated. This was a significant step towards strengthening the Indian Armed Forces. The defence forces then consisted of two armies – the army and the air force.
In 1961 the country had a population of 361 million people (which was 3.1 percent of the global population) and a GDP of US $ 100 billion (~ US dollar 4.4 trillion at purchasing power parity). In comparison, India’s GDP today has increased nearly 15 times and its population is 1.3 billion. India is expected to cross the US and Russia in military expenditure in the next decade.",192,189
