Category,Prompt,Generated Text,i,MAX_LEN
Indian infrastructure,Infrastructure development in India: The way ahead,"Infrastructure development in India: The way ahead
The Union Cabinet has approved the creation of the National Investment and Internal Trade Corporation (NIIC) to attract foreign investment.
NITI Aayog’s report on the 15-year vision document for the infrastructure sector has proposed the formation of a National Capital Innovation Fund. The report also suggests that the government should create a separate fund to finance the development of smart cities. These proposals will be discussed in the Union Budget for 2018-19. NITIAyog has also proposed that states should be given a freedom to design their own policy on land acquisition and compensation. This will help in speeding up the process of infrastructural development. In this context, it is important to know about the various infrastruc-tural initiatives that have been taken by the central government and the states. A look",135,186
Indian infrastructure,State infrastructure and productive performance in Indian manufacturing,"State infrastructure and productive performance in Indian manufacturing
Indian manufacturers are facing a severe crisis of competitiveness. The industry has not been able to maintain its growth momentum, which has been stagnant for the last four years. In this context, the role of state infrastructural development in improving the performance of the manufacture sector is important. This paper examines the impact of infrastruc-tural services on the productivity of Indian industrial units. It also estimates the returns to scale and the level of capital intensity of manufactu-ring units in India. We find that the infrastructoral services have a positive and significant impact on productiv-ity, while the capital intensities are high.
Keywords: Infrastructure, manufactures, productivi-ty, returns, scale, India
JEL Classification: O31, O47, P23, R21
Somanathan, T. V. and Sharma, Vivek, State",136,197
Indian infrastructure,Comparisons of the structure and infrastructure of Chinese and Indian Science and Technology,"Comparisons of the structure and infrastructure of Chinese and Indian Science and Technology Parks
Science and technology parks (STPs) have been developed and promoted in many countries as a strategy to enhance the economic and social benefits of scientific and technological advances. In China and India, STPs have played an important role in the development of their national innovation systems. However, there are no comprehensive studies on the comparisons between the Chinese S&T par...
Xu Xiaomin, Zhang Xiang, Chen Jian, Wang Liang
Comparison of performance evaluation systems in science and techonology parcs in China
The evaluation of science park performance is an essential task for science parkcadminsitration. The evaluation system is the core of a sciencepark evaluation. There are many evaluation models for the performance of S & T pars. This paper compares the evaluation methods of seven scienceparks in china and analyzes the",137,190
Indian infrastructure,Evolution of Financing Needs in Indian Infrastructure,"Evolution of Financing Needs in Indian Infrastructure Sector
Evolution Of Finance Needed In Indian Infra Secto
Financing needs of infrastructure sector
Infrastructural Development in India
India's infrastructures are in the process of rapid change and expansion. In the last few years, the country has witnessed an unprecedented growth in its infrastruture sector.
The development of the infrastrucuture has a direct impact on the economic development and growth of a country. The infrastruure sector includes all the facilities and services which are essential for the functioning of an economy. It includes transport, telecommunications, energy, water, sanitation, housing, electricity, roads, bridges, tunnels, dams, sewage treatment, and solid waste management. All these facilities are required to ensure that people, goods, services, information and capital are able to move efficiently",138,182
Indian infrastructure,Reengineering urban infrastructure: how the World Bank and Asian Development Bank shape urban infrastructure finance and governance in India,"Reengineering urban infrastructure: how the World Bank and Asian Development Bank shape urban infrastructure finance and governance in India
In this paper, we analyze the institutional arrangements for urban water supply and sanitation infrastructures in two Indian cities, Ahmedabad and Vadodara, to explore how these cities have been affected by the new urban development paradigm promoted by international financial institutions. We focus on the roles of the Asian and World Banks in the reengineered urban governments of these two cities and the impacts of their lending on urban services provision.
Based on a case study analysis of two major Indian urban centres, this study explores the ways in which the international financers have re-engineer urban finances and redefined governances in these Indian towns. It argues that the emergence of new financial and institution structures in cities like Ahmdabad, Vadoara and others, are the outcome of a new development model, which is being promoted and financed by major international development institutions",139,189
Indian infrastructure,Innovative civic engagement and digital urban infrastructure: Lessons from 100 smart cities mission in India,"Innovative civic engagement and digital urban infrastructure: Lessons from 100 smart cities mission in India
Bhargavi, S and Mukhopadhyay, A and Rao, M and Sathyanarayana, R (2019) In innovative, civics engage and the digital infrastructures: lessons 25 smart city mission India. In: Urban Studies, 56 (9). pp. 3171-3211.
Innov_Civic_Engage_and_Digital_Urban_Infrastructure.pdf - Published Version
Official URL: http://dx.doi.org/1 0.1 I 42 6 728 9 813 
This paper examines the extent to which the ﬁrst phase of the smart-city mission of India, the Smart Cities Mission (SC",140,182
Indian infrastructure,Building infrastructure: Private participation in emerging economies,"Building infrastructure: Private participation in emerging economies
A report from the World Bank’s Independent Evaluation Group (IEG) shows that private participation is a viable option for building infrastructures in developing countries.
The report, “Private Participation in Infrastructure in Emerging Economies: A New Look at the Evidence,” was published in June 2013. It examines the effectiveness of private-public partnerships in building new infrastruture in countries that are in the process of economic development. The report’ s findings were based on the experience of 106 countries, including 75 emergent economics. In these countries private companies participated in 44 percent of infrastrucuture projects, and 32 percent were financed by private equity. These projects were valued at $1.2 trillion, with 57 percent finance by the",141,181
Indian infrastructure,"The economy of anticipation: Hope, infrastructure, and economic zones in South India","The economy of anticipation: Hope, infrastructure, and economic zones in South India
The economy is a strange place. It is not a single thing but a whole network of things, people, institutions, practices, ideas, objects, etc. that are connected in complex ways. Infrastructures are key to this network. They are the material, technical, institutional, social, cultural, political, economic, geographical, digital, imaginary, conceptual, emotional, sensorial, temporal, spatial, discursive, linguistic, ideological, embodied, historical, present, past, future, virtual, real, materialized, unmaterialized and so on, that make up the economy.
Infrastructure is the key term here. The term infrastructural economy has been used to describe the way in which infrastrunctures, such as roads, ports, warehouses, markets, shops, banks, schools, hospitals",142,183
Indian infrastructure,Regional distribution of infrastructure and basic amenities in urban India: Issues concerning empowerment of local bodies,"Regional distribution of infrastructure and basic amenities in urban India: Issues concerning empowerment of local bodies
Jayakumar, T.
Infrastructure development is a key element in the economic development of any nation. It is necessary to develop the infrastructural facilities in a balanced manner in order to provide an equal opportunity to the people to live a better life. In the present study, the regional distribution and spatial pattern of the basic infrastru...
The Role of Local Government in Poverty Reduction: Evidence from Bangladesh
Mahmud, M. S. K. A. M.; Khan, S.; Haque, A.; Alam, Z.; Nahar, F. (Farhana); Chowdhury, R. R.; Islam, K.; Ahmad, N. U.; Rahman, H.; Sultana, J.; Bhuiyan, U. H. B. T.; R",143,181
Indian infrastructure,Impact of transportation infrastructure on development in East Africa and the Indian Ocean region,"Impact of transportation infrastructure on development in East Africa and the Indian Ocean region
Impacts of infrastructural development on the economy of East African countries
The role of the East Coast of Africa in the global economy
Infrastructure development and economic growth in east Africa
Economic development of east africa
What are the benefits of economic development?
How does infrastruture affect economic performance?",144,188
Indian infrastructure,The back bone of Indian infrastructure,"The back bone of Indian infrastructure is the railways. The Indian Railways is one of the largest railway networks in the world. With a total of 67,368 km of track, 7002 locomotives and 11,506 passenger trains, the Indian rail network is a massive system that is used by millions of people every day.
The Indian railway network consists of several different types of trains. These include passenger, freight, mail, express, and metro trains
Passenger trains are the most common type of train in India. They are used for transporting people from one place to another. There are many different classes of passenger train, including sleeper, chair, AC, first class, second class and third class. Sleeper trains have compartments that can be converted into beds, while chair trains do not have any seats. AC trains run on electric",145,181
Indian infrastructure,"Examining the interlinkages between regional infrastructure disparities, economic growth, and poverty: A case of Indian States","Examining the interlinkages between regional infrastructure disparities, economic growth, and poverty: A case of Indian States
Examine the relationship between infrastructural disparity and economic performance in Indian states.
The study is important as it examines the role of infrastrucutural development in achieving economic and social development. The study will provide policy recommendations for improving the economic development of the Indian state. This will help the state to achieve its goals of economic prosperity, social progress, environmental protection, poverity reduction, etc.",146,197
Indian infrastructure,Electric vehicle charging infrastructure: positioning in India,"Electric vehicle charging infrastructure: positioning in India
Electric vehicles (EVs) are a growing trend in the automotive industry. While the EV market is still in its nascent stage in most of the developing countries, India has taken a leap in this direction.
As of July 2022, the number of E2W (electric two-wheelers) registered in Delhi, Mumbai, and Bengaluru alone, were 1,25,00, 4,703,460 and 315 respectively. The Deloitte report states that the Indian E-mobility market could be worth $40 billion by 01 7, with the majority of this growth coming from the adoption of electric two and three- wheelers. However, this is not the only area where the electric vehicle industry is growing. In fact, in ",147,187
Indian infrastructure,"Government versus private primary schools in India: An assessment of physical infrastructure, schooling costs and performance","Government versus private primary schools in India: An assessment of physical infrastructure, schooling costs and performance
Government versus Private Primary Schools in...
In India, the private sector plays an important role in the provision of primary education. However, there is a lack of research on the relative performance of private and government schools. This paper assesses the performance and costs of government and private schools, and compares the physical conditions of these schools with those of the public schools of similar economic status. The analysis is based on a sample of 2,217 schools from the 64th round of India's National Sample Survey. We find that private-sector schools are generally better equipped than government-run schools and are more likely to be located in urban areas. On average, government primary school teachers are less educated than their private counterparts. Private schools also tend to have higher teacher-student ratios, which may be explained by the fact that government school students are not required to pay fees",148,188
Indian infrastructure,Payments infrastructure and the performance of public programs: Evidence from biometric smartcards in india,"Payments infrastructure and the performance of public programs: Evidence from biometric smartcards in india
Economic and Political Weekly, Vol. 55, No.36 (Sep 2021): 47-54.
This article provides evidence on the effectiveness of payments interventions in delivering public benefits. We study the impact of biometrics-enabled smart cards, which were rolled out to provide cash transfers to over 600 million Indian citizens in 12 states. Using a regression discontinuity design, we find that the rollout of smart card pay-ments reduced the incidence of corruption in the program, increased the quality of the service provided, and improved the accuracy of benefit delivery. In addition, the introduction of crypto-graphic signatures improved program efficiency, reducing the time taken to deliver benefits and improving the timeliness of benefits to beneficiaries. The findings suggest that investments in payme-nt",149,191
Indian infrastructure,The impact of infrastructure provisioning on inequality: Evidence from India,"The impact of infrastructure provisioning on inequality: Evidence from India
The impacts of social infrastructures on economic and social development are widely debated. However, little is known about how the provision of these services affects inequality in developing countries. This paper addresses this gap by estimating the impact on income inequality of the introduction of a large-scale infrastruture program in rural India. The results show that the program had a significant impact in reducing income and asset inequality, but the effect was not permanent. Income and wealth inequality increased again after the end of program.
C44, O15, R11, I38
Infrastructure, inequality
D63, D14
Firm size, productivity, and growth: A cross-country analysis
This paper examines the relationship between firm size and productive efficiency and the extent to which this relationship affect firm growth in 100 countries over the period 201",150,186
Indian infrastructure,"Availability of infrastructure and manpower for primary health centers in a district in Andhra Pradesh, India","Availability of infrastructure and manpower for primary health centers in a district in Andhra Pradesh, India
Pragati B. Rao1,
K. V. Ramana Raja1 &
G. K. M. Reddy1
The study was undertaken to assess the availability and utilization of health infrastructures and human resources in the primary Health Centers (PHCs) in Guntur district of Andrapradesh.
A descriptive cross sectional study with a total sample of 200 PHC was conducted. The study population consisted of all the PHCS of the district. A pre-tested schedule was used to collect the data. Data were analyzed by percentage, mean and standard deviation. P-value < 0.05 was considered as statistically significant. SPSS version 15. was employed for data analysis. Ethical clearance was obtained from the Institutional Ethics Committee. Confidentiality was maintained. Written consent was taken from all participants. Privacy was",151,198
Indian infrastructure,Creating machine readable men: legitimizing the 'Aadhaar' mega e-infrastructure project in India,"Creating machine readable men: legitimizing the 'Aadhaar' mega e-infrastructure project in India
Ravi Kumar, Nisha
The Aadhar project is an ambitious project to provide every Indian citizen with a unique 12-digit identification number. This number is to be linked to the citizenn’s bank accounts, PAN card, mobile phone number, and so on. The Aaadar project was launched in 2009 and is a project of the Unique Identification Authority of India (UIDAI). The UIDAI is tasked with the creation of a centralised database of Indian citizens, which is the largest biometric database in the world. It has been criticised for its potential for misuse and for violating human rights, but the government has justified the project on the grounds of providing a single, unique identification for all citizens. In this paper, we look at the ways in which the Aaaadhara project has",152,186
Indian infrastructure,Sustaining India's irrigation infrastructure,"Sustaining India's irrigation infrastructure
The Indian agricultural sector is the second largest contributor to the country' s GDP. Irrigated agriculture accounts for 80% of India's agricult...
Water management in the Indo-Gangetic Plains
India'S agriculturally rich Indus River Basin, which includes the Ganga River and its tributaries, is a source of water stress for millions of people....
Agriculture and food security in India
With a population of 1.3 billion people, India is home to one-sixth of the world'...",153,183
Indian infrastructure,"Territory, roads and trans-boundary Rivers: An analysis of Indian infrastructure building along the Sino-Indian border in Arunachal Pradesh","Territory, roads and trans-boundary Rivers: An analysis of Indian infrastructure building along the Sino-Indian border in Arunachal Pradesh
The Indian state of Arunchal is bordered by the People’s Republic of China (PRC) to the North-East. The state is home to a sizeable population of indigenous tribes and is one of the most remote states in the country. It is also home a number of strategically important rivers, which are also transboundry with the PRC.
This report examines the Indian government’ s infrastructural development in this region. Specifically, the report will examine the government of India’’ infrastruture development, including roads, bridges and hydro-electric projects, along its border with China. These infrastrucutre projects are important as they are part of a larger Indian policy to counter the growing influence of Chinese infrastrure development along their border.",154,192
Indian infrastructure,Impact of public and private infrastructure investment on economic growth: Evidence from India,"Impact of public and private infrastructure investment on economic growth: Evidence from India
Vidya Venkataramanan
Narayanamurthy V
This paper investigates the impact of private and public investments on growth of Gross Domestic Product (GDP) in India using a cointegration approach. The study is conducted for the period 1980-2009. Using a panel of 29 states in the country, the study finds that public infrastructural invest- ment and its components have a positive impact on GDP growth. However, private invest­ ment in infrastruc- ture has a negative impact. This may be due to the fact that private sector investors are more interested in profits rather than social benefits.
Keywords: Infrastructure, Public and Private, Investment, Growth, India",155,183
Indian infrastructure,Current infrastructure scenario and rise in construction and allied industries in India,"Current infrastructure scenario and rise in construction and allied industries in India have led to an increase in the demand for cement and concrete.
The cements and readymix concrete (RMC) industry in Bangladesh is growing at a steady pace. The industry is expected to reach US$1.1 billion in 2022, growing with a CAGR of 12.9% during 9MFY18-F19. There is an increased demand of cemento-pozzolana (CP) in this country. In FY21, the total cimento-pocolona consumption was 6.48 million tons, and in F1Y, it was increased to 7.52 million. It is estimated that the cemen-tpozolano consumption will be 8.7 million in CY 31 and 5 million by 41 in Dhaka. This will",156,188
Indian infrastructure,Association between child immunization and availability of health infrastructure in slums in India,"Association between child immunization and availability of health infrastructure in slums in India: a cross-sectional study
S. J. Kaur, P. Singh, R. S. Rai, Jyoti Sharma, A. Aggarwal, K. Pandey
Childhood immune deficiency disorders and infectious diseases are the major causes of morbidity and mortality in children in developing countries. The aim of the study was to assess the association between avail-ability and accessibility of immunity-related infrastructures and immuni-zation status of children aged 12–59 months in the slum areas of Delhi, India.
A cross sectional survey was conducted in 2013 in two slumbelts of New Delhito assess availabilty and accesibility to immunitary infrastruc-tures. Data on immuntization status was collected from mothers of 300 children using a pretested and structured questionnaire",157,200
Indian infrastructure,"Integrating blue-green infrastructure in urban planning for climate adaptation: Lessons from Chennai and Kochi, India","Integrating blue-green infrastructure in urban planning for climate adaptation: Lessons from Chennai and Kochi, India
Mohan, S.; Chakraborty, J.; Kumar, P.
Citation: Journal of Environmental Management, vol. 206; 159056
The present study investigates the potential of integrating Blue-Green Infrastructure (BGI) in the urban development plans of two Indian cities, namely, Chen-nae and Cochin. The study is based on the case studies of Chenni and Co-chin, and the results are compared with the existing urban plans. A new conceptual framework for BGIs is developed, based upon the principles of sustainable development. This framework is used to assess the suitability of BGi for the study areas. It is found that the Bgi can be integrated into the city development plan to reduce the flood risk and to improve the water quality of the receiving water bodies. In addition, BgI can also be",158,195
Indian infrastructure,Railroads of the Raj: Estimating the impact of transportation infrastructure,"Railroads of the Raj: Estimating the impact of transportation infrastructure on economic growth in British India, 1860-1920
Muhammad A. Ali
This paper investigates the role of railroading in India's economic development between 870 and 930. The findings are based on a new data set on the railroad network of British-controlled India. Railroad expansion was rapid and extensive during this period. It is estimated that the average distance to the nearest railhead declined from 22.5 miles in 07 to 6.6 miles by 73.
Ali, M. A., & Kharas, H. (2). Railways of The Raj. World Development, I(4), 345-359. https://doi.org/1016/03757638(94)90023-6
Railways ;",159,198
Indian infrastructure,Health infrastructure and economic development in India,"Health infrastructure and economic development in India: a case study of Tamil Nadu
India has made significant progress in terms of health infrastructural development. However, there is a wide variation in the availability of infrastruc­ture and the quality of service across the country. This paper focuses on the development of public health facilities in Tami­l N a d u. The study finds that the state has taken many initiatives to improve the infrastru­cture in rural areas. It has also improved the health service delivery system in urban areas, but the public sector is still struggling to meet the growing health care needs of the population.
Infrastructure; health; economic growth; India",160,182
Indian infrastructure,Rural infrastructure and growth: an overview,"Rural infrastructure and growth: an overview
January 2013 - This report provides an analysis of the relationship between rural infrastructures and economic growth. It aims to provide a better understanding of how the different infrastrutures affect economic activity in rural areas, and how this in turn affects rural development.
The report is based on a review of literature, a set of case studies and a survey of stakeholders. The survey was conducted in the context of a project which was undertaken by the Joint Research Centre (JRC) and the European Commission’s DG for Regional Policy. This project aimed at improving the knowledge base on the role of rural transport infrastructures in regional development and at contributing to the development of an evidence-based policy framework for the future Cohesion Policy 1. In particular, the survey aim at providing an assessment of existing infrastrucures, their state of development,",161,190
Indian infrastructure,Financing India's urban infrastructure: Current practices and reform options,"Financing India's urban infrastructure: Current practices and reform options
The Indian government has made urban development a priority for the next decade. With the 12th Five Year Plan, India has set a target of providing urban basic services to all by 2022. The government is also targeting an urbanisation rate of 40 percent by that year.
In order to achieve these targets, the government will need to increase investment in urban services. Current investments are insufficient to meet the target. Even with the high rate at which urban population is growing, investing in infrastructural development is likely to remain a challenge. India’s fiscal space is limited and public investors are likely not to be able to finance the required investm
This paper provides an overview of the current financing of urban investmen
Read more about Financial Urban Infrastructure",162,182
Indian infrastructure,An infrastructure review of public bicycle sharing system (PBSS): global and Indian scenario,"An infrastructure review of public bicycle sharing system (PBSS): global and Indian scenario
An infrastructural review is done for the existing public bike sharing systems in the global scenario and in India. The existing global PBMS are studied for their infrastruc...
Author: V. S. Dhillon
The purpose of this paper is to present the current status of the public infrastrcture for bikesharing in global cities.
Infrastructures of bikesharing systems
Bicycles are an environmentally friendly mode of transportation. Public bicyle sharing schemes are gaining popularity in many cities worldwide. This paper describes the infrastru...",163,189
Indian infrastructure,"Transport infrastructure, energy consumption and economic growth triangle in India: Cointegration and causality analysis","Transport infrastructure, energy consumption and economic growth triangle in India: Cointegration and causality analysis
Jaishree Kumar1,
Sukhdeep Kaur2 &
Rajesh K. Gupta3
This study examines the long-run relationship among transport infrastructural development, economic development and energy use in the Indian economy. The study is based on the time series data for the period 1980–2016. We find that transport development has a significant positive relationship with economic and infrastruc­tural developments and also a positive impact on energy demand. Further, we find evidence of the existence of long run relationship between transport, infrastru­ctural and econ­omic development. However, the causal relationship is found to be bi-directional between energy and transport and between economic develop­ment and both transportation and in­frastructu ral development in Indian econo­my.
The concept of transport in modern economies has under",164,187
Indian infrastructure,Infrastructure and Human development in India: An Inter-state comparison,"Infrastructure and Human development in India: An Inter-state comparison
Infrastructural development has been a key priority for the government of India. The government has undertaken a number of initiatives to improve the infrastructure in the country.
The government’s focus has primarily been on improving the roads and highways infrastructures. In addition, the railway network has also been improved. However, there are still some areas where the improvement in infrastrruction has not been adequate. This paper presents an inter-State comparison of infrastrucutre and human development indicators in order to assess the performance of different States in this regard. It is found that there is a significant variation in these indicatots across States. Some States have performed better than others in terms of improing infrastruture and other States are lagging behind.",165,186
Indian infrastructure,Does infrastructure stimulate total factor productivity? A dynamic heterogeneous panel analysis for Indian manufacturing industries,"Does infrastructure stimulate total factor productivity? A dynamic heterogeneous panel analysis for Indian manufacturing industries
Journal : Economic Modelling, Volume 33, October 2014, Pages 1567–1600
Total factor Productivity انرژی کارایی Total Factor Productivit تجزیه و بحث محصول خطر ها رفتاリ فازه
In this paper, we have examined the role of infrastructural facilities in stimulating total productive efficiency in the Indian economy. We have applied the dynamic panel data model to estimate the total effect of physical infrastruction on total production efficiency of manufacture industires in India for the period 4Q 96 to 04 Q 7. The results show that there is a positive and significant impact of total infrastrucutural investment on the TFP. However, the impact is found to",166,199
Indian infrastructure,Building bridges: China's growing role as infrastructure financier for Sub-Saharan Africa,"Building bridges: China's growing role as infrastructure financier for Sub-Saharan Africa
Journal: The China-Africa Report
The Chinese government is increasingly involved in financing infrastructural development in Sub Saharan African (SSA) countries. This paper analyses the scope and impact of the Chinese approach to infrastruture finanace in SSA. It finds that Chinese involvement in infrastrucuture finance has been modest. However, the potential for Chinese finanacing is significant, as is the impact on the development of SSAs. The paper argues that China is playing an increasing role in bridging the gap in the finanacring of infrastrcture in Africa.
http://www.cass.city.ac.uk/__data/assets/pdf_file/0011/46293/The-China-africa-report-Building-bridges-chinas-growing.pdf",167,183
Indian infrastructure,"Financing cities: fiscal responsibility and urban infrastructure in Brazil, China, India, Poland and South Africa","Financing cities: fiscal responsibility and urban infrastructure in Brazil, China, India, Poland and South Africa
A new report by the OECD examines the role of public finance in urban development and infrastructures in five emerging countries: Brazil; China; India; Poland; and, SouthAfrica.
The report finds that the fiscus is a key factor in determining the quality of urban life and the competitiveness of cities. However, public spending on infrastruture in cities has not kept pace with the rapid urbanisation of recent decades. This has resulted in the deterioration of basic urban services, and in infrastrutures that are often inadequate and unreliable. Public speding on urban transport is particularly low. In 2012, the average share of total public expenditure on transport in large cities was 4.7% in China and 1.5%in India. By contrast, it was around 5.9% and around13% respectively in O",168,195
Indian infrastructure,Greening Ahmedabad—creating a resilient Indian city using a green infrastructure approach to investment,"Greening Ahmedabad—creating a resilient Indian city using a green infrastructure approach to investment
Greening cities is an important strategy for reducing urban heat, increasing water security, and enhancing ecosystem services. This case study illustrates how the Indian Institute for Human Settlements (IIHS) is working with the city of Ah...
How to build climate resilience in cities: a guide for urban leaders
Cities are on the frontlines of climate change. In this guide, the Global Center for Clean Air Research (GCA) and ICLEI – Local Governments for Sustainability, share insights from their work in the field, including the latest science and p...",169,192
Indian infrastructure,"Infrastructure, ICT and firms' productivity and efficiency: an application to the Indian manufacturing","Infrastructure, ICT and firms' productivity and efficiency: an application to the Indian manufacturing sector
AU - Cacciatore, Marco
Cacciatori, M. (2016). Infrastucture and Ict and Firms’ Productivity: An Application to The Indian Manufacturing Sector. https://doi.org/10.1787/5jzf07v2w3bz-en
Infras-1.pdf, 115 KB, application/pdf
This paper assesses the role of infrastructure on firm productivities in the context of Indian economic growth. It is based on a novel data set that allows to exploit the large variation in infrastructural quality across Indian states. The results show that the impact of the quality of roads and electricity is positive and significant, while the effects of telecommunication infrastruc-ture are mixed. These results are robust to a battery of robustness checks. In addition, the analysis shows that these",170,197
Indian infrastructure,Towards sustainable development: The impact of transport infrastructure expenditure on the ecological footprint in India,"Towards sustainable development: The impact of transport infrastructure expenditure on the ecological footprint in India
The eco-efficiency of the transport sector has been widely investigated in the literature, but less is known about the impacts of investment in transportation infrastructures on ecosystems. This study examines the relationship between transport expansions and the country's ecopolitical performance in terms of ecology. The analysis is based on a panel data set of 20 Indian states for the period 1991-2102. A two-stage least squares (2SLS) method is used to estimate the long-run impact on India' s ef foot print. It is found that transport investments in roads and railways increase the state' e foot prints, while the invest- ments in airports reduce the states' foot- prints. Moreover, the results indicate that the growth rate of road and railway expan- sions in a state is negatively related to the level of per",171,198
Indian infrastructure,Infrastructure and economic development: some empirical evidence,"Infrastructure and economic development: some empirical evidence
Infrastructural development is a major challenge for many developing countries. This paper examines the relationship between infrastructure development and the economic growth of developing economies using data from 122 countries over the period 2003-2101. The results show that infrastructures have a positive effect on economic performance. In addition, the paper shows that there is an inverse relationship (negative) between the rate of economic progress and infrastrucutural deficiencies.
Keywords: infrastruture, economic developement, developing economy, growth
JEL Classification: O1, O4
Akpan, Uduak U. and Okoye, Chinyere and Udom, Emeka C., Infrastucture Development and Economic Growth in Developing Countries: Some Empirical Evidence (25 July 09). Available at SSRN: https://ssrn.com/abstract",172,199
Indian infrastructure,Solid waste management India infrastructure report,"Solid waste management India infrastructure report
Solid Waste Management in India - Environment Clearance
The Solicitation for the above project is expected to be released in the 1 st Quarter of 2015. The project aims to support the Government of India in developing a robust and sustainable solid waste
(PDF) Solar Powered Wireless Sensor Network for Soli
PDF | On Jan 5, 917, B.V.S. Siva Rama Murthy and others published Sol i-Waste Monitoring and Management System | Find, read and cite all the research you need on ResearchGate
Sustainability | Free Full-Text | A Novel Method to
A novel method to estimate the volume of organic waste in landfills is presented in this paper. This method is based on the measurement of the gas emission rate of methane, and the calculation of
Water Management and Watershed Management",173,200
Indian infrastructure,Improving access to water supply and sanitation in urban India: microfinance for water and sanitation infrastructure development,"Improving access to water supply and sanitation in urban India: microfinance for water and sanitation infrastructure development
Improved access and equity in water supplies and water-related sanitary facilities is one of the most important development challenges in India. The Government of India has set an ambitious target of providing 24x7 water to all by 31st March 1997. However, the 60th round of National Sample Survey (NSS) data shows that the coverage of piped water connections in Indian cities has declined from 40% in 500 urban areas in the year 91-92 to 7% of urban households in year2011.
The Government has taken some measures to improve access. It has encouraged private sector participation in providing water services. In addition, it has launched the Jawaharlal Nehru National Urban Renewal Mission (JNNURM) in which",174,184
Indian infrastructure,Product innovations for financing infrastructure: A study of India's debt markets,"Product innovations for financing infrastructure: A study of India's debt markets
Ashok Kumar, S.V. and Sivakumar B
We examine the role of product innovation in India’s financial mark
India’
Infrastructure finan
Cross-listing of Indian firms in foreign stock exchanges: Evidence from the Indian capital mark...
July 2014 · Indian Journal of Applied Economics
Shyam Sunder Singh
This paper examines the determinants of cross- listing of fir
s in the foreign
stock exchang
The effect of the 1991 liberalization on the market for Indian equities
S. V. Ashok
Using a sample of 323 fir",175,190
Indian infrastructure,District-level variations in childhood immunizations in India: the role of socio-economic factors and health infrastructure,"District-level variations in childhood immunizations in India: the role of socio-economic factors and health infrastructure
Priyanka Srivastava, Rajesh Kumar
Background: Immunization is one of the most important health interventions in the child health care program. Despite of large-scale immune coverage, the problem of low immunity is still persisting in many districts of India.
Objective: To identify the district-wise variations and factors associated with immuno-coverage in children in a developing country like India using district level data. The study also aims to identify factors responsible for such variations. A secondary objective of this study is to compare the immuna-covers of districts with different levels of development in terms of their so-cioeconmic development. To do this, we have also included the districts on the basis of different soceconomic indicators. This study will be helpful in identifying the factors that are responsible in achieving the desired level of immuni-zation coverage. It will also help in understanding the effect",176,199
Indian infrastructure,Sources of infrastructure finance,"Sources of infrastructure finance for the poor: An assessment of the potential for public-private partnerships
The infrastructural needs of developing countries are enormous. The private sector is an important source of finances for infrastruture, but it has been reluctant to invest in projects with high risks and low returns. This paper examines the possibility of using public private partnership (PPP) to attract private financse. It reviews the literature on PPPs and concludes that they can be an effective way of financing infrastrucutre projects in developing countrie. PPPS can help reduce the risky of investment in infrastrcture, and they may also help to reduce transaction costs. However, PPCs are not without their problems. They can lead to corruption and can also be expensive.
Keywords: infrastrcutre, public sector, private secto, partnershi, finace
JEL:",177,191
Indian infrastructure,The impact of infrastructure provisioning on inequality in India: does the level of development matter?,"The impact of infrastructure provisioning on inequality in India: does the level of development matter?
Siddiqi, S. (2016) The Impact of Infrastructure Provisioning On Inequality in india: Does the Level of Development Matter? [Dissertation (University of Nottingham only)]
This dissertations aims to examine the impact infrastructural provision on the distribution of income in rural India. The study is based on a dataset of 193 rural villages from 25 districts in the state of Uttar Pradesh, India, collected in 3 waves in between 6 months. Using a combination of fixed effects and two stage least squares regression, the study shows that infrastrructural investments have a positive impact on income distribution in villages, and this impact increases as the village’s level development increases.
The findings have important policy implications. In particular, they suggest that the government should invest in infrastrucutre to improve the income of the poor, but the",178,199
Indian infrastructure,Underpricing of infrastructure IPOs: evidence from India,"Underpricing of infrastructure IPOs: evidence from India
AU - Rao, J.
N2 - This paper investigates the underpriced issue of initial public offerings (IPOs) of Indian infrastructural companies during 2006-2102. We find that the IPO underperformance of the infrastrural firms is not explained by the conventional factors such as under-pricings, underwritings and over-allotments. However, we find the performance of these firmes to be related to the extent of foreign participation in the issue. This finding is consistent with the theory of agency cost. Further, the findings are robust to different specifications of sample and control variables. Thus, our study suggests that foreign investors may be more concerned about the governance structure of firme and hence, they are likely to avoid investing in firmed with poor governanace. Copyright © 1996 John Wiley",179,192
Indian infrastructure,India stack---digital infrastructure as public good,"India stack---digital infrastructure as public good
India Stack is a set of digital infrastructures that can be used by anyone, anywhere in the world. It is an open source, open standards, and open protocols initiative to provide a digital identity, a mobile wallet, data exchange, authentication, digital signatures and other services to all Indians. The infrastruc...
The World Economic Forum's Global Competitiveness Report 2017-2... The World Bank' s Doing Business Report and the Global Innovation Index are the most well-known global competitivenes...",180,196
