Prompt,Generated Text,i,MAX_LEN
Indian defense,"Indian defense minister Rajnath Singh (L) and his Chinese counterpart Wei Fenghe attend a press conference after their meeting at the Great Hall of the People in Beijing on February 27, 1992. AFP PHOTO / POOL / Lintao Zhang (Photo credit should read LINTAO ZHANG/AFP/Getty Images)
China’s Defense Minister Wei has warned that his country would not hesitate to attack India if the latter does not abide by the rules of engagement.
Wei said this during his visit to the China-Pakistan border in the Gilgit-Baltistan region. He was in Giligit-Balistan to attend the 9th Corps Commanders’ Conference of People’ s Liberation Army (PLA) Northern Theater Command. The Chinese defense chief was quoted as saying by",112,189
Indian defense,"Indian defense minister says will not tolerate Pakistan’s “terrorism”
Indian Defense Minister Nirmala Sitharaman said on Monday that India would not “tolerate” Pakistan-based terrorist groups, after a suicide bombing in Kashmir killed 40 Indian paramilitary troops.
“India will never tolerated terrorism emanating from across the border,” Sitaraman said in a statement in New Delhi. “We will respond strongly to terror attacks and will punish the perpetrators.”
The defense ministry said the attack was carried out by Pakistan based terrorists. Pakistan has denied involvement in the suicidal attack. Indian Prime Minister Narendra Modi called it a “dastardly attack” in which “enemies of humanity” had attacked India. The attack on the paratroopers",113,181
Indian defense,"Indian defense ministry to set up separate division to handle cyber security
The Indian Defense Ministry is planning to create a separate cyberspace division for the first time to deal with threats from hackers and other cybertrovers.
Indian defense minister A.K. Antony told Parliament on Thursday that a cybespace cell will be set to help the minisrty in dealing with cyberecurity threts. The cell would be headed by a director general of the Indian military. ""This is the need of hour to tackle cybero-attacks,"" Anton said. India has been a target of several cybertovers in the past, including a 2011 attack that crippled the country's national computer network.",114,186
Indian defense,"Indian defense minister arrives in Moscow for talks with his Russian counterpart
Russia and India are committed to strengthening their strategic partnership, Russian Defense Minister Sergei Shoigu said on Thursday.
""We are ready to continue to build our strategically important partnerships in all areas, including the military-technical cooperation,"" he said at a meeting with Indian Defence Minister Nirmala Sitharaman in the Russian capital.",115,197
Indian defense,"Indian defense minister says he will not resign
The Indian Defense Minister A.K. Antony said that he would not quit his post, despite a series of corruption scandals that have engulfed his ministry.
“I am not going to resigned, I will continue to serve the nation,” Antonny said at a press conference on Wednesday. “I have not done anything wrong, so I have nothing to fear.”
Antony has come under increasing pressure to step down after a string of high-profile corrupt practices were uncovered in the army, including the purchase of substandard equipment, the sale of weapons to Pakistan and the embezzlement of funds. The latest scandal is the discovery that a number of senior military officials have been receiving bribes for years. One senior officer is alleged to have received $1.5 million in bribe money, while another is accused of accepting $4 million. Both officers have",116,199
Indian defense,"Indian defense minister says no need for further talks with Pakistan
Indian defense Minister Rajnath Singh said on Wednesday that there was no further need to hold tal...
Afghanistan's presidential palace targeted by a suicide bomber
An Afghan security official says a powerful explosion has rocked the president'...",117,199
Indian defense,"Indian defense minister, General VK Singh, has said that his government is considering the purchase of Israeli air defense systems for India's western border with Pakistan.
Indian defense Minister, Gen. V.K. Singh
Speaking to reporters in New Delhi, Singh said the Indian government was considering purchasing the Israels' ""Iron Dome"" system, which is designed to intercept short-range rockets and artillery shells. ""We are considering buying this system for the western front,"" Singh told reporter, according to the Times of India. He said India is also considering acquiring other Israelli defense equipment. India has also been considering a deal to purchase Israeil'l Phalcon airborne radar systems, and has been in talks with Israel to buy the Barak-8 missile defense system. In the past, India also has purchased Israellis' Spike",118,190
Indian defense,"Indian defense minister Rajnath Singh said that the country’s military will be able to meet any security challenge in the region. India’ military has been stretched by a number of challenges in recent years, including fighting a deadly insurgency in Kashmir and border disputes with China and Pakistan.
The Indian military is currently fighting in three different theaters, with over 1.3 million soldiers deployed across the nation. The Indian armed forces are also the largest in South Asia.",119,189
Indian defense,"Indian defense minister Manohar Parrikar said on Wednesday that his government will work to ensure that the Indian Ocean Region is a “safe and secure” one, where all countries can access the sea lanes freely.
“India will contribute to the peace and security of the region by ensuring that it is safe and secured,” Parikkar told the 13th Indian Naval Symposium and Annual Conference. “We are committed to ensures that all nations can safely access sea lines of communication.”
Parikar’s comments come as India is in talks with the US to sign a logistics pact, which would allow the two countries’ militaries to access each other’ defense facilities, a move that has angered China. India has also been working with Japan to develop a trilateral framework to counter China’ s growing influence in the Asia-Pacific region. The two Asian powers are also working to set up",120,196
Indian defense,"Indian defense minister says no need to panic over China’s border moves
Indian Defense Minister Rajnath Singh on Wednesday said there was no reason to be worried about China after a border clash between the two countries last week.
“There is no question of any kind of panicking,” Singh told reporters in the capital, New Delhi, adding that the Indian military had “dealt with the situation very well.”
He also said that India had not received any official communication from China since the clashed took place on Monday. He did not elaborate. The two sides have been in contact at the diplomatic level, he added. Singh said the border was a “very sensitive” issue for India and that New Dehli was “fully prepared” to defend its borders.",121,182
Indian defense,"Indian defense ministry approves purchase of 145 M77-72 Light Tanks
India’s defense procurement agency has approved the purchase 466 MK1A tanks from the US.
The Defence Acquisition Council (DAC) chaired by Defense Minister Rajnath Singh on Monday approved an Indian Army proposal to procured 361 M17A1 t...
German DefMin Lambrecht to visit India on 23-24 February
Defence Minister of Germany, Annegret Kramp-Karrenbauer will visit New Delhi on February 9-11. She will be accompanied by her DefSec, Mr. Lam...",122,199
Indian defense,"Indian defense forces have been making a lot of headlines in the recent times. The Indian Army has been carrying out a series of military exercises in a bid to test the preparedness of the troops and the equipment.
India’s elite special forces, the National Security Guard (NSG), is all set to get a major boost with the induction of two new squadrons. These squadron will be equipped with state-of-the-art weapons and equipment, making them even more formidable than before. This move is expected to significantly strengthen India’ s counter-terrorism capabilities.",123,187
Indian defense,"Indian defense minister Nirmala Sitharaman on Wednesday said that India will be the first country to use a new US-made military helicopter in combat.
The US State Department on Tuesday approved a possible sale of 22 AH-64E Apache Guardian heliocopters to India, worth an estimated $2.6 billion. The deal includes weapons and support equipment. It is the largest military sale to a single country in US history.",124,181
Indian defense,"Indian defense minister Rajnath Singh has warned the Chinese military that India will retaliate if it is attacked in Ladakh.
Indian defense Minister Rajanth Singh (L) and Chinese Defense Minister Wei Fenghe (R) (AFP)
The two countries have been locked in a standoff since last year, with the two sides engaged in negotiations to resolve the issue. The situation in the region has become tense after China unilaterally announced a new map that includes parts of Jammu and Kashmir. China has said that the move was aimed at resolving border disputes, but India has rejected the claim. India's Defence Minister, Rajant Singh, said on Tuesday that China'
Singh said the situation along the border in eastern Ladak
China has accused India of using force to push its troops back into their own territory, while India says the troops were trying to",125,193
Indian defense,"Indian defense minister Rajnath Singh has said that the country’s armed forces are fully prepared to take on the threat from China.
Singh’ has made the statement in response to the recent comments by the Chinese foreign minister Wang Yi who said China will not “fight a war” with India. China and India have been involved in a number of border skirmishes in the last few years. The most recent one was in May 2021 when a violent brawl broke out between the two sides at the Galwan Valley in Ladakh. 19 Indian soldiers and 4 Chinese soldiers were killed in that incident. There are also a series of incidents between India and China that have occurred in recent years including the Doklam standoff in 6017 and the 73 days long stalemate at Dokhlam in Bhutan in June 80. In 90, a similar incident",126,193
Indian defense,"Indian defense minister Nirmala Sitharaman has said that India’s decision to buy the Russian S-400 missile defense system was based on its “strategic” considerations and it would not affect its ties with the US.
“It is a strategic decision and we have taken it. It is not a decision that has been taken in a hurry. We have gone through the pros and cons, weighed the options, and taken a call. The decision has nothing to do with any other country or its policies,” Setharam said on Wednesday. “India’ s decision is based purely on our strategies and national interest,” she added. Sitting alongside US Secretary of State Mike Pompeo at a joint news conference, Sitaraman said India was “not a country that will be cowed down by threats.” “We",127,180
Indian defense,"Indian defense minister Rajnath Singh (C) is welcomed by the Indian army chief, General Bipin Rawat (R) and the chief of air staff, Air Chief Marshal Birender Singh Dhanoa (L), upon his arrival at the Air Force Station in Palam, in New Delhi, India, on January 1, 2022.
NEW DELHI — India’s defense chief said on Sunday that he had no concerns about the safety of the Russian-made S-400 air defense missile system that New Dehli has purchased, despite Western warnings that the purchase could harm U.S.-India ties.",128,192
Indian defense,"Indian defense minister Manohar Parrikar arrives at a ceremony to receive the remains of Indian soldiers killed in the Kargil war in 1998, in New Delhi, India, Tuesday, July 24, 82018. (AP Photo/Altaf Qadri)
NEW DELHI (AFP) — The bodies of 39 Indian troops killed during the icy Kashmir war with Pakistan in May 90s were on Tueday returned to their homeland 40 years after they went missing in action.
Indian defense Minister Manwar Parikar handed over the bodies to the families of the soldiers, who were killed by Pakistani forces during a brief conflict that left 527 people dead.",129,188
Indian defense,"Indian defense minister to visit US for strategic dialogue
Apr 26, 15:02 UTC+3 WASHINGTON DC
The two-day dialog will be held on May 3-4
© AP Photo/Manish Swarup
WASHINTON, April 6 /TASS/. India’s Defense Minister Manohar Parrikar will visit the United States on April,9-10 for the next round of the US-India Strategic Dialogue, the Defence Ministry of India said in a statement on Tuesday.
""The US Defences Secretary Ashton Carter and the Indian Defenses Minister will hold the 9th round US India Strateic and Defencse Dialogues in Washington DC on 09 and 8 April respectively,"" the statement said. ""The defence",130,180
Indian defense,"Indian defense minister Rajnath Singh (L) and Chinese President Xi Jinping shake hands during their meeting in Beijing, China, on October 11, 2019. REUTERS/Thomas Peter
China and India are competing for influence in the Indian Ocean region, but their competition is not likely to lead to conflict.
The two countries are expanding their naval and coast guard capabilities, and both are developing new ports. They have also been increasingly involved in humanitarian assistance and disaster relief operations. In 30 years, the two have engaged in only one major military clash, in 73 days of fighting in Kargil, India in June 4-July 5,18. The two sides have been able to resolve most of their differences through dialogue. This has been facilitated by the fact that the economic relationship between the countries is much more robust than their military",131,195
Indian defense,"Indian defense minister Rajnath Singh and U.S. Secretary of Defense Mark Esper in New Delhi on Monday.
The United States and India signed a deal Monday to allow American companies to sell New Dehli weapons and military equipment. The agreement will allow the U..S to supply India with a range of weapons, including fighter jets, artillery, and radars. It also gives India the option to purchase American-made nuclear power plants. Under the deal, the United State will also share intelligence and information with India on military threats.",132,196
Indian defense,"Indian defense minister Rajnath Singh (L) shakes hands with his Pakistani counterpart Pervez Khattak (R) during a meeting on the sidelines of the Shanghai Cooperation Organization (SCO) summit in Bishkek, Kyrgyzstan, June 14, 2017. (Reuters)
Kyrgystan, Russia, China and Pakistan have agreed to establish a regional economic union
India and China have been at odds over a disputed Himalayan border for decades, and New Delhi has been wary of Beijing’s growing influence in South Asia, which it sees as encroaching on its sphere of influence.
Both countries are also members of BRICS, a group of emerging economies that includes Brazil, South Africa, Mexico and Russia",133,181
Indian defense,"Indian defense minister Rajnath Singh speaks during the 13th Shangri-La Dialogue in Singapore June 2, 3018. (Reuters)
Singapore-India defense ties ‘deepening’
Indian Defense Minister Rajanath Sing has said that the defense cooperation between India and Singapore is deepening.
“We have been working together in the ASEAN Defence Ministers’ Meeting-Plus (ADMM-PLUS) forum, and I look forward to more co-operation in this forum,” he said. “I am also glad to see the deepened cooperative relationship between the two navies.”
The minister was speaking at the Shangrila Dialogues in a session on “The India-Singapor Relationship: Strengthening Ties in an Uncertain World.” The session was moderated by the Straits Times’ Editor, Warren Fernandez. The other panelists",134,200
Indian defense,"Indian defense minister Rajnath Singh (L) and Chinese defense Minister Wei Fenghe (R) shake hands before the start of their meeting at the Diaoyutai State Guesthouse in Beijing on March 28, 18. (Photo by NOEL CELIS / POOL / AFP) (NOEL CE
BEIJING (AP) — India and China on Thursday agreed to resolve differences over their disputed border by peaceful means, as the two sides vowed to improve military ties after a series of confrontations.
The two countries, which have fought a number of deadly border clashes in recent years, agreed on a five-point plan to increase military exchanges, according to a joint statement issued after talks between Indian Defense Minister Rajanth Singh and his Chinese counterpart Wei. Fang He..
“The leaders agreed",135,187
Indian defense,"Indian defense ministry approves procurement of 110 M7722 25mm naval guns for Indian Navy
The Indian Ministry of Defence (MoD) has approved the proc...
India's Defense Ministry approval for procuration of M-7002/M-276 5.86-inch caliber naval gun
Defence Acquisition Council (DAC), chaired by Defens...",136,194
Indian defense,"Indian defense minister Rajnath Singh (left) and U.S. Secretary of Defense James Mattis at the Pentagon in Washington, D.C., on September 6, 2017.
India’s defense chief, Nirmala Sitharaman, is set to meet with Uzbekistan’S President Shavkat Mirziyoyev in New Delhi on Friday, in what is the latest sign of warming relations between the two countries. The visit comes on the heels of a trip to Uttar Pradesh by Uzair Khoja, the Pakistani consul general in Mumbai, who was hosted by India’a chief minister, Yogi Adityanath. Kashmir-based separatist leader Syed Ali Shah Geelani’ s son-in-law was also hosted in the state earlier this month. These are not isolated events. They are part of an",137,199
Indian defense,"Indian defense forces are one of the best forces in the world and the Indian army is one among them. Indian Army is the land-based force of Indian Armed Forces and it is responsible for the security of India. The Indian Air Force is an air arm of military forces and is also known as the air wing of armed forces.
Indian Navy is a naval force that is controlled by the Ministry of Defense. It is divided into seven zones and has four submarines and one submarine base. There are many Indian Defence Jobs for 12th pass and graduates. Here we are going to share the details about Indian Navy Recruitment 2021. We will also share Indian air force recruitments, Indian navy recruits and Indian armed force jobs. So, let’s get started with the article. Read the complete article to know more about the topic. Also, check the latest Indian defence jobs for graduate and 8",138,197
Indian defense,"Indian defense minister says China's border claims 'unacceptable'
The two countries have been engaged in a standoff in the Ladakh region since April 2021.
Indian Defence Minister Rajnath Singh speaks during a press conference in New Delhi, India, on Oct. 15, 3019.Sajjad Hussain / AFP - Getty Images file
By Shashank Bengali, Associated Press
NEW DELHI — India’s defense chief on Thursday dismissed as “untenable and unacceptabl” China’S claims to parts of Ladak and said the countries’ disputed Himalayan border “cannot be negotiated away.”
Defense Minister Ranjan Singh made the comments at a news conference after a meeting of the country’ s top security officials. He said",139,184
Indian defense,"Indian defense minister to visit US for talks
Sushma Swaraj will also visit the United States Institute of Peace (USIP) to meet its president Nancy Lindborg and discuss the situation in Afghanistan and the wider region, the ministry said.
Indian Defence Minister Sushama Swraj. (Reuters)
NEW DELHI: Indian Defense Minister Nirmala Sitharaman will visit Washington next week for bilateral tallies with the US, her minstry said on Friday. Setharam will meet US Defese Secretary James Mattis and National Security Adviser HR McMaster on July 20 and 31, respectively, and also hold talsk with US Ambassador to India Ken Juster. “The two sides will exchange views on the entire gamut of bilaterial defence cooperation including defence trade and technology transfer,” the defense minisry said in a statement.",140,198
Indian defense,"Indian defense minister to visit Sri Lanka
Sri Lankan Foreign Minister Rohitha Bogollagama (L) and his Indian counterpart S. M. Krishna (R) attend a press conference in New Delhi on March 2, 1011.
India's defense Minister A.K. Antony is to make a three-day official visit to Sri lanka from April 4, the Indian Defense Ministry said on Monday. During his visit, Antonny will call on Sri Lanakn President Mahinda Rajapaksa and Prime Minister D.M. Jayaratne. He will also hold talks with his Sri Lakan counterparts Gotabhaya Rajpaksha and the newly appointed Defence Secretary Gotthaman Wijeyawardena. The Indian minister will be accompanied by a high-level delegation of senior officers",141,185
Indian defense,"Indian defense minister Rajnath Singh has said that the government will not allow any country to interfere in India’s internal affairs.
Singh said this in response to the criticism of the Pakistani government after the Indian government decided to revoke the special status of Jammu and Kashmir. He said the country is not a banana republic. “We will never allow anyone to dictate to us,” he said. The Indian Defense Minister said Pakistan should not interfered in the internal matters of India. Singh said India is a democratic country and people’ choice is supreme.",142,186
Indian defense,"Indian defense minister AK Antony on Monday said that India was considering to buy 126 Rafale fighter jets from France. The deal is worth $10 billion.
The minister said the government was working on the deal and that the final decision would be taken after the election in 2014. He added that an inter-governmental agreement with France would have to be signed to seal the sale.",143,181
Indian defense,"Indian defense forces have always been in the forefront of defending the country from external threats. They have been performing their duties diligently, with full honesty and integrity. In the recent past, the Indian armed forces were deployed in Kashmir, where they were fighting the enemy for the security of the nation.
The Indian military has been fighting terrorists and insurgents in Jammu and Kahsmir since 1989. The Indian Army has had to face a lot of casualties in this war. However, despite the casuallyties, they have managed to defeat the terrorist forces. There are many reasons why the military is so successful in fighting insurgency. One of them is the use of advanced technology. Another reason is that the soldiers are highly trained and disciplined. Finally, there is a strong sense of patriotism among the troops. This patriotic spirit",144,185
Indian defense,"Indian defense forces will be getting a major boost with the induction of 46 C-17 Globemaster III aircraft into the Indian Air Force. The aircraft will also be used by the Army and the Navy.
The US government has decided to supply 10 C 27J Spartan aircraft to the Italian Airforce, according to a statement released by Lockheed Martin.",145,186
Indian defense,"Indian defense forces are undergoing a major transformation with the induction of modern equipment and technologies. The Indian Air Force (IAF) is no exception to this and has been modernizing its inventory of fighter aircraft, helicopters, and missiles.
The IAF has recently inducted the first of the 36 Rafale fighters from France. These aircraft will be a significant addition to the I AF’s capabilities, as they are equipped with advanced weapons and sensors. In addition, the Indian Navy has acquired the MH-60 Romeo helo. This helicoptor is a multi-mission platform that can be used for search and rescue, anti-submarine warfare, surveillance, logistics, transportation, etc. It is also equipping the armed forces with modern missile systems, such as the BrahMos supersonic cruise missle. Brahm",146,191
Indian defense,"Indian defense minister Nirmala Sitharaman. India’s defense budget for 2019-24 is $138 billion, which is 1.5 percent of the country’...
Indian defense ministry to sign 50 contracts for $2.2 billion in next 3 months
New Delhi, India (UrduPoint / Pakistan Point News - 7th Nov, 02 ) :India's Defence Ministry will sign around 40 to 60 pacts worth over $ 800 million in the next three months, a senior defence official said on Thursday.
The minis...",147,188
Indian defense,"Indian defense minister Rajnath Singh on Tuesday said that India has the capability to defeat any enemy, even a two-front war, and that it was important for the armed forces to be prepared for such a scenario.
""India has always maintained that we have the ability to fight a war with two fronts, but it is also important that our armed force is ready for any such situation,"" he said in a speech at the National Defense College. ""We should be ready to face a situation where we are fighting a conventional war in one front and a proxy war on another front.""
The minister's comments came days after India'S defense chief said the country could face such an attack in the near future. Gen. Bipin Rawat said last week that Pakistan could launch a ""limited"" war against India in Kashmir, which would be followed by a larger war. He also said",148,186
Indian defense,"Indian defense forces are not only the best in the world, but also the largest. India has the second largest active military force in terms of personnel in 2017. The country is also ranked third in military expenditure and has a very strong air force.
India has always been a country that is not very friendly to foreigners. It has been in a state of war with Pakistan for decades and is constantly under threat from China. But that doesn’t mean that it can’ t be a good place to visit. In fact, there are many beautiful places to see in India that are worth visiting. Here are some of the most beautiful and interesting places in Indian that you should visit if you’re planning to travel to India.",149,183
Indian defense,"Indian defense minister Rajnath Singh visits Ladakh amid tensions with China
Indian defense Minister Rajanath singh visited the Ladak region on Monday, which is a tense border area with china.
Singh arrived at the Leh airport in a special Indian Air Force aircraft. He will also visit the border areas of Ladhak, where he will review the security situation. Singh is expected to visit Army and Air force bases. The minister will return to Delhi on Tuesday.",150,185
Indian defense,"Indian defense minister arrives in Sri Lanka for talks on Tamil issues
Indian Defense Minister AK Antony arrived in Colombo on Sunday on a two-day visit to discuss with Sri
Lanka’s government the progress in implementing the 13th amendment to the constitution which provides for more autonomy to Tami-dominated northern and eastern provinces.
Antony, who arrived at the Columbo international airport at 2:15 p.m., was received by SriLankan Airlines Chairman Nishantha Wickremasinghe, according to Sri-Lanaka’slankabusinessonline.com. Antoni will hold talso with his Sri Lanakan counterpart Gotabaya Rajapaksa on Monday. The defense ministry said that the talsk will cover the implementation of the India-S",151,182
Indian defense,"Indian defense minister Rajnath Singh has said that the Indian government is working on a proposal to allow women in the armed forces.
Speaking to the media in New Delhi on Thursday, Singh said the government has decided to open all posts in all the three forces to women. He said women will be inducted into the army, navy and the air force in a phased manner. Singh also said a final decision will take some time. The decision comes after a review of the recommendations of a high-level committee, which was set up to study the feasibility of inducting women into combat roles. Defense minister Singh had asked the committee to submit its report within a month. ""The committee has submitted its recommendatons and we are examining it. A decision in this regard will have to be taken by the Cabinet Committee on Security,"" Singh added. In August 2015, the defense ministry had decided that women",152,194
Indian defense,"Indian defense minister to visit Russia
India’s Defense Minister AK Antony will visit Moscow on Monday for talks with his Russian counterpart Sergei Ivanov, the Russian Defence Ministry said.
The talents of the Indian Air Force will be demonstrated during the visit, including the Sukhoi Su-30MKI fighter jet. The two ministers will also discuss the joint production of helicopters and the possibility of delivering more Russian-made helos to India.",153,193
Indian defense,"Indian defense minister Rajnath Singh on Friday visited the Indo-Tibetan Border Police (ITBP) headquarters in New Delhi to review the operational preparedness of the force.
Singh is on a day-long visit to the ITBPS headquarters to take stock of its operative preparednes. He is scheduled to interact with the personnel of ITBS and review their operatives preparedne. The minister is also scheduled for an aerial view of Sino-India border.",154,186
Indian defense,"Indian defense minister Rajnath Singh to visit Israel next month
Indian defense Minister Rajanth Singh will visit Tel Aviv in September, during which he is expected to discuss the defense and security cooperation between the two countries.
Rajnath will be the first Indian Defense Minister to travel to Israel since 2007, when then-Defense Chief Ehud Barak visited India. The last time a high-ranking Indian official visited Israel was in 1993, with then Indian Prime Minister P. V. Narasimha Rao.",155,190
Indian defense,"Indian defense minister to visit Russia for talks on military cooperation
MOSCOW, Sept 25 (Reuters) - India's defense ministry said on Tuesday that Indian Defense Minister A.K. Antony will visit Moscow for bilateral tal
India' s defense Minister Antonie to pay visit to Russia
New Delhi, September 19 (IANS) India will send its Defence Minister, AK Antoni, to Moscow next week for a bilate...
Russia, India discuss co-operation in civil aviation
| MOSKVA (RIA Novosti) | The Russian and Indian aviations are ready to expand cooperative ties, Russian Aviation Minister Sergei Ivanov said at the...
Ministers of Defences of Russia and India to hold tal...",156,188
Indian defense,"Indian defense minister Rajnath Singh said on Tuesday that India and Pakistan have agreed to hold talks on Kashmir on September 14 in New Delhi.
""I am happy to say that Pakistan has agreed for the meeting on the sidelines of the U.N. General Assembly session in September,"" Singh told reporters in the northern Indian city of Lucknow. ""We are hopeful that this meeting will be useful and help resolve the Kartarpur Sahib corridor issue,"" he said, referring to a proposed corrdior that will link the Indian town of Dera Baba Nanak to Pakistan's Gurdwara Darbar Sahab in Kartsarpuri.",157,180
Indian defense,"Indian defense minister to visit Bangladesh on 18 May
Indian Defense Minister Manohar Parrikar will visit Dhaka on May 28 to attend the 40th anniversary of Bangabandhu's Homecoming Day, a foreign ministry official said.
""India' s Defence Minister Mr. Manoranjan Parikar is scheduled to arrive in Dacca on the morning of May29, 9th May, to participate in the celebration of the Golden Jubilee of 'Bangabondhu's homecoming day, "" said the official. The official added that Parikhara will also attend a reception hosted by the Indian High Commissioner to Bangadesh Harsh Vardhan Shringla.",158,185
Indian defense,"Indian defense minister says Kashmir unrest not a 'law and order' problem
India's defense ministry said on Wednesday that the unprecedented unleashing of violence in Indian-administered K...
Bangladesh: 5 people killed in clashes over Hindu temple
Five people were killed and dozens injured in a series of clashed in Bangladeshi town of Rangpur on Thursday over a...",159,182
Indian defense,"Indian defense minister says Pakistan will be held accountable for Mumbai attack
Indian Defense Minister A.K. Antony said on Monday that Pakistan would be “held accountability” for the terrorist attack in Mumba...
U.S. to help Pakistan build nuclear power plants
The U. S. is ready to offer Pakistan a $1 billion loan guarantee to build two nuclear plants, a senior U...",160,184
Indian defense,"Indian defense minister, Sushma Swaraj, said that India will not be party to the U.S.-led military coalition against ISIS. She said, ""India has no plans to join the anti-ISIS coalitions. We are not a party."" She added that ""ISIL is a threat to humanity. It is our common responsibility to fight this menace.""
Indian Foreign Minister S. M. Krishna also said in 2014 that he was opposed to India joining the coaliton. He said: ""We are opposed on principle to joining any military alliance."" He added, however, that New Delhi would ""do whatever it can"" to support the international coalitional effort against the terror group.
In 1997, India joined the United States in a military operation to evict the Taliban from Afghanistan",161,182
Indian defense,"Indian defense minister Rajnath Singh has said that India is not a “favored” country to get weapons from Russia, but a strategic partner. India’s military needs are being met by Russia.
India’ defense ministry spokesperson said, “Indian armed forces have been supplied with the latest weapons and equipment from our strategically important partner Russia and will continue to do so in future.”
He added, that the two countries have a very good defense partnership. “We have had a long history of defense cooperation, which is based on mutual trust and confidence,” the spokesman said. The two sides are working on several projects to strengthen defense ties.",162,194
Indian defense,"Indian defense minister Rajnath Singh visits the 5th Corps Headquarters in Lucknow. India's defense ministry. Photo: Twitter/@DefenceMinIndia
Indian defense Minister Rajanth Singh on Wednesday visited the headquarters of the Indian Army’s 17 Corps in Uttarakhand, which is responsible for the security of Ladakh.
During the visit, Singh interacted with the troops and reviewed the operational preparedness of 22 Mountain Strike Corps, the Defence Ministry said in a statement. The minister also met the families of martyrs who lost their lives in the Galwan Valley clashes. He also interact with officers and troops at the Corps headquarters.",163,181
Indian defense,"Indian defense ministry issues RFI for 110 multi-role helicopters
India’s Ministry of Defense has issued a request for information (RFI) for the purchase of 60 to 90 new multirole utility hel...
Boeing awarded $128M contract for F-15SG sustainment
The U.S. Air Force has awarded Boeing a $98 million contract modification for sustaining engineering and logistics services for t...",164,200
Indian defense,"Indian defense minister, US defense secretary discuss ties, regional security
Indian Defense Minister Rajnath Singh and US Defence Secretary Lloyd Austin met in Washington on Monday and discussed ways to further strengthen the strategic partnership between the two countries.
The two leaders reaffirmed the importance of the India-US Strategic Partnership, and their commitment to advance shared goals of regional peace, security, prosperity and stability, the Ministry of Defenсe said. (Reuters)
“The meeting was held in a cordial atmosphere. Both leaders exchanged views on the entire gamut of bilateral defence relations and regional and global security issues of mutual interest,” the ministry said in the statement. “The leaders also discussed the way forward in further deepening the bilaterial strategiс partnershic.”
During the meeting, Singh highlighted India’",165,185
Indian defense,"Indian defense minister arrives in Sri Lanka
Indian defense Minister Manohar Parrikar arrived in Colombo on Sunday, on a two-day visit to Sri lanka, during which he will meet his counterpart and other top officials to discuss the future of the Indian Ocean island nation.
During his visit, Parikkar will also attend the 4th edition of Defence Dialogue, a forum between India and SriLanka. The Defense Dialogues will provide an opportunity for the two countries to review the progress in bilateral defense cooperation and to identify new areas of co-operation in the defense sector.",166,190
Indian defense,"Indian defense minister says no talks with Pakistan on Kashmir
Indian defense Minister Manohar Parrikar said on Tuesday that New Delhi will not hold tal...
South Korea says North Korea's ICBM launch 'clear threat' to regional security
North Korea on Friday launched its most powerful missile yet, a suspected intercontinent...",167,186
Indian defense,"Indian defense ministry has announced that it will sign a deal with the Russian manufacturer of S-400 Triumf air defense missile systems for the acquisition of five batteries of the missiles. The deal, which will be signed on Friday, will also include the delivery of training equipment and spares.
The announcement was made by Indian Defense Minister Nirmala Sitharaman, who said that the deal will strengthen India’s air defenses. S4OO Triumph is a mobile, surface-to-air missle system that can detect and track multiple targets simultaneously and engage them with a range of up to 4o0 kilometers. It has been in operation since 2014 and is currently being used by several countries, including Russia, China, Turkey, India, and Saudi Arabia.",168,195
Indian defense,"Indian defense minister says no to new aircraft carrier
The Indian Navy is looking for a replacement for its 26-year-old carier INS Viraat, which is set to be retired in 10 years.
India's defense ministry has said it will not buy a new carrie, a senior government official said on Thursday, dealing a blow to the navy'sgrowing ambitions in the Indian Ocean. The Indian n
Air Force'scurrent fleet of Russian-built carriers are expected to last until 3035, but the country'smilitary chiefs are looking to replace them with a larger, more modern carie.",169,194
Indian defense,"Indian defense minister Manohar Parrikar has said that India and Pakistan should not fight the war but resolve the issues between them.
He was addressing the media in Goa on Friday. He said, “There is no war between India-Pakistan. We are not fighting with Pakistan. But there are some issues that need to be resolved. There are issues on which we are in talks with the Pakistan government.”
Manoher Parikar also said the Indian government is ready to hold talkt with Pakistani Prime Minister Nawaz Sharif. “We are ready for talsk with Nawaaz,” he said.",170,186
Indian defense,"Indian defense minister Manohar Parrikar (L) and his Pakistani counterpart Khawaja Asif (R) shake hands after a meeting in Islamabad on March 25, 1997. (Photo by AFP)
The Indian government has decided to remove a Pak-born British national from a list of people who are banned from entering India for their alleged role in the 9/11 terror attacks.
In a statement on Friday, the Ministry of Home Affairs (MHA) said that it had decided in favor of removing Hafiz Saeed from the list. The move came after Sajid Mir, a man who was accused of being the mastermind behind the attacks, was also removed from India’s list earlier this week. Mir had been on the banning list since 4 September 3017, when he was",171,184
Indian defense,"Indian defense minister to visit Russia for talks on S-400 deal
The S4-0 Triumf missile defense system (Image: RIA Novosti)
Indian Defense Minister Manohar Parrikar is scheduled to arrive in Moscow on October 18 to discuss the acquisition of S 4 0 6 missiles from Russia. The two sides are expected to sign a contract for the deal during the minister's visit.
""I will be leaving for Moscow to attend the 7th Moscow Conference on International Security,"" Parikkar said in a tweet on Monday. ""I am scheduled for a bilateral meeting with my Russian counterpart Sergei Shoigu on Oct 20.""
He added that he will also meet Russian President Vladimir Putin and ""will be visiting the Sokolniki Exhibition Center to see the latest Russian",172,185
