Category,Prompt,Generated Text,i,MAX_LEN
Indian infrastructure,Disasters and exemplified vulnerabilities in a cramped Public Health Infrastructure in India,"Disasters and exemplified vulnerabilities in a cramped Public Health Infrastructure in India
In India, public healthcare delivery has largely remained a government monopoly with private hospitals and clinics remaining a minority. In the last two decades, there has been an increase in private investment in healthcare services in the country. The private healthcare sector accounts for nearly 70% of India’s total public-private healthcare expenditure. However, in rural India where nearly two-thirds of the population resides, the private sector has failed to reach even the most rudimentary services and facilities. 1, 2.
As the public health sector is not meeting the health needs of a significant population of Indians, private providers are playing a vital role by providing services to the urban population. But they fail miserably in providing even basic services. A recent study has shown that 90 – 98% private doctors in Mumbai do not prescribe essential drugs. They fail to provide basic facilities like clean drinking water,",119,180
Indian infrastructure,Infrastructure and core quality practices in Indian manufacturing organizations: Scale development and validation,"Infrastructure and core quality practices in Indian manufacturing organizations: Scale development and validation
In the recent past, the government of India has given top priority to manufacturing sector by launching various policy initiatives. These initiatives are directed towards creating an environment conducive for industrial and technological development as well as for achieving self-reliance in the country. As part of a wider research program, this paper investigates the scale development of the core infrastructure and quality practice of manufacturing companies. The data were obtained from a cross-section of 500 Indian companies belonging to the manufacturing sectors of textile, chemicals and automobile. Data were collected in 2007, 1 year post the launch of National Programme of Technology Initiatives (NPTI) for the development in infrastructure, training, research, innovation and entrepreneurship [Rajan, R. and Kumaraswamy, T., 2013]. Data envelopment analysis is used to evaluate core infrastructural and organizational quality of Indian manufacturers using the data envelop",120,181
Indian infrastructure,"Impact of public transport and non-motorized transport infrastructure on travel mode shares, energy, emissions and safety: Case of Indian cities","Impact of public transport and non-motorized transport infrastructure on travel mode shares, energy, emissions and safety: Case of Indian cities
- Source:
-, 2018, Vol. 2, Issue 9, pp. xv-xv
Customer comments
No comments were found for Impact of Public Transport and Non-Motorized Transport Infrastructure on Travel Mode Shares, Energy, Emissions and Safety: Cases of Three Indian Cities. Be the first to comment!",121,184
Indian infrastructure,"Does infrastructure affect human development? Evidences from Odisha, India","Does infrastructure affect human development? Evidences from Odisha, India
Date2013
Author
Sharma, S.
Kumar, R.M.C.S.A.R.K.H.V
Sarkar, P.N.B
Ghosh, A.P.O. (Bengal)
MetadataShow full item record
Abstract
The paper studies the impact of infrastructure on human resource development in an Indian state. The empirical estimation is based on a panel of districts of the Odishan province using data from 1996 and 2006, and also includes a set of explanatory variables. Results indicate that an increase in the number of telephones per 1000 population, roads, schools, hospitals, banks, post offices in a district leads to higher levels of Human Development Index, Infant Mortality Rate, Maternal Mortalty Rate and Adult Literacy among the population of a particular district. Further,",122,184
Indian infrastructure,Cyber security infrastructure in India: a study,"Cyber security infrastructure in India: a study of cyber security preparedness of government and public sector organisations
Date2011-09
Author
Bhattacharya, Anurag
Mukherjee, S.K.
MetadataShow full item record
Abstract
This study focuses on assessing the cyber readiness of the Government of India and its Public Sector Undertakings. Cyber security is the protection of information and information systems against unauthorized access, use, disclosure, disruption, modification, destruction or damage. A total of 100 government organizations (including ministries, departments and agencies of central, state and local governments) and 10 of their Public sector undertak-ings were surveyed using a self-developed questionnaire. The study found that there are significant variations in the awareness levels among different ministries and departments, with the Ministry of External Affairs & Home being the most aware and the Defence Ministry and Ministry for Environment and Forests the least aware. It was also found out that",123,189
Indian infrastructure,Does VAIC affect the profitability and value of real estate and infrastructure firms in India? A panel data investigation,"Does VAIC affect the profitability and value of real estate and infrastructure firms in India? A panel data investigation
This paper investigates the impact of volatility on real-estate (RE) and infrastructural.
- Bera, Anindya, 2004. ""The volatility of stock market returns and the real economy: a panel investigation,"" Journal of Economics and Business, Elsevier, vol..",124,193
Indian infrastructure,Land markets in India: Distortions and issues,"Land markets in India: Distortions and issues in urban, rural and tribal areas
AbstractLand (June)
Pages: 29-42
Contact details of provider:
Web page:_0<<.
- Binswanger, Hans P & Ostrom, Elinor, 1981. ""The Political Economy of Collective Action: Implications for Development Planning in Third World Countries,"" Economic Development and Cultural Change, University of Chicago Press, vol., pages 1-28.
-.
Citations
ListsThis item is not listed on Wikipedia, on a reading list or among the top items on IDEAS.",125,186
Indian infrastructure,Carrying capacities and standards as bases towards urban infrastructure planning in India: A case of urban water supply and sanitation,"Carrying capacities and standards as bases towards urban infrastructure planning in India: A case of urban water supply and sanitation
Date2008
Author
Mukherjee, A.
Kumar, R.K. (Ramkumar)
MetadataShow full item record
Abstract
Infrastructure planning has become an urgent task for the Indian cities. The main purpose of this paper is to analyze the current status of drinking water provision to households, and its implications for urban development and to explore possible policy options to improve it. To this end, the paper develops a mathematical framework to estimate the optimal capacity of a water distribution network for each city based on household densities, household size, water use, access to piped network and other factors. A simulation exercise with two scenarios shows that a network of 10 km radius with a pumping capacity to cover the entire city can be sufficient to meet the drinking needs of the city, if the household sizes of all cities can shrink from the average of their current sizes to 2.5",126,185
Indian infrastructure,Political economy of infrastructure spending in India,"Political economy of infrastructure spending in India: A political economy perspective
Abstract
Infrastructure is the backbone of the Indian economy as it provides a wide platform for growth of various economic sectors. There is a strong consensus that the infrastructure development in the country has been lagging behind in comparison to the global scenario. It is observed that there has not been much investment in infrastructure, in spite of high growth rate witnessed in recent years. In this context a detailed analysis of Indian infrastructure sector has become necessary. This paper is an attempt to study the political factors behind India’s infrastructural development. The analysis reveals that political factor is one of major factors influencing the growth in infrastructurals in Indian scenario; however, the extent of political influence varies with infrastructure type and its sub-type. Infrastructure sector is found more sensitive to political changes in power and political parties have been using infrastructure for gaining political mileage.
Keywords
References
Agarwal, R. (1996). Indian Economic Policy-Making: The Politics of Planning",127,198
Indian infrastructure,Gaps in Health Infrastructure in Indian Scenario: A Review,"Gaps in Health Infrastructure in Indian Scenario: A Review
Abstract
The present study was undertaken to identify and explore the gaps in health infrastructure in our country – “India”. The study revealed that there is a wide variation in the availability of various facilities among different states in India. The availability in various states are: Primary health centre (PHC) is available in all states, 50% of the total states have sub-centre available, and 33% states has a dispensary available. Among tertiary health care facilities, hospitals are available at a rate of 80% in some states. In terms of doctors, the study shows a significant gap between the number needed and doctors available for a state. For all the states combined it shows that the required doctors are 8.7 times as much as that currently available - 1.3 lakhs in 2011 as compared to 16,100 in actual available number of physicians [2010-11]. It was also found that",128,195
Indian infrastructure,Overview (of the India Infrastructure Report 2003-Public Expenditure Allocation and Accountability),"Overview (of the India Infrastructure Report 2003-Public Expenditure Allocation and Accountability)
The public expenditure of India is divided into four categories: Revenue expenditure, Capital expenditure and Transfers and subsidies, Interest expenditure including debt amortization, and Contingency. It accounts for nearly 70 percent of the GDP. The government spends a major part of its revenues on Interest payment and Debt servicing. This is because of a very large public debt, which is about 60 percent - 65 percent. Of the 5 percent, 3.6 percent is the share of Debt service.
Interest Payment and debt servicing have grown by 4 percent and 8 percent respectively every year. Debt and Interest payments constitute an average of 15 percent share in the total budgetary allocation of all Ministries. 20 percent budget is earmarked for Interest Payment. In 1993, Debt Service and interest payments together accounted for less than 2 percent expenditure. As the economy has grown and the government has increased the amount spent on interest payment",129,192
Indian infrastructure,A comprehensive review on developments in electric vehicle charging station infrastructure and present scenario of India,"A comprehensive review on developments in electric vehicle charging station infrastructure and present scenario of India.
Author(s): Poonam Gupta
DOI: 10.2174/97816810860221180100iL, pp. 1-7, 2017. © 978-1-.",130,191
Indian infrastructure,Rethinking dispute resolution in publicprivate partnerships for infrastructure development in India,"Rethinking dispute resolution in publicprivate partnerships for infrastructure development in India
The public-private partnership (PPP) model, a form of contractual arrangement for the delivery of infrastructure services through the private sector is increasingly used to finance infrastructure in developing countries. Despite its popularity, there is limited empirical evidence on the performance of PPPs in terms of their ability to deliver high-quality infrastructure and services and achieve development goals. A review of existing studies indicates that the PPP model has not always delivered the promised outcomes of highquality infrastructures, reduced costs, enhanced efficiency, and increased service availability. This study aims to identify the factors that may be constraining the ability of the public and private sectors to achieve these objectives through PPP in the context of India. The study examines the nature and causes of disputes in PPP agreements, their impact on PPP outcomes, the role of dispute settlement procedures in reducing the impact of these disputes and its effect on outcomes. Finally, this study identifies the main factors constrapping disputes resolution mechanisms in Indian public infrastructure projects",131,192
Indian infrastructure,Policy actions for developing the infrastructure sector: Learnings from the Indian experience,"Policy actions for developing the infrastructure sector: Learnings from the Indian experience - 1
The Government's push towards infrastructure development is well known by now. The focus has been not only on infrastructure sectors such as highways, railways, ports and urban development, but also on sectors like airports, power, telecom and oil & gas. In 2007-08, the overall outlay on the physical infrastructure was Rs 3.2 lakh crore, with public sector share amounting to 50 per cent.
Given the critical nature of infrastructure, its development has also been given top priority by several countries in the world. As a result, in a relatively long period, countries have made significant progress in this regard. There are many factors to these achievements, including a large public expenditure, high levels of investment from both public and private sectors and the availability of adequate technical manpower. However, a common feature of all infrastructure-led development models is the need to have a supportive framework, and a policy and administrative system that",132,194
Indian infrastructure,India's charging infrastructurebiggest single point impediment in EV adaptation in India,"India's charging infrastructurebiggest single point impediment in EV adaptation in India is charging.
The report, authored by a team from the Council on Energy, Environment and Water, a US-India think tank, said the country'a.",133,187
Indian infrastructure,Supply chain management practices in Indian industry,"Supply chain management practices in Indian industry are being revolutionised by the implementation of the Internet, which is helping firms to make strategic decisions more effectively, an expert said on Saturday. ""The Internet has made it possible for companies to manage their supply chain much more efficiently,"" said Ashok Jha, director of marketing at the Indian unit of Oracle Corp., a California-based software company.
The firm launched a new Internet-enabled application for its customers on July 15. It will provide information about the availability of products in warehouses and help companies make faster decisions on the supply of raw materials. This could be used to cut costs and improve service, Jhia said at a function organised by The Management Association. The Internet is also being used by companies such as Tata Steel, Tata Communications, Hindustan Lever Ltd, HDFC Bank and Bharti Cellular Ltd to monitor their sales and inventory.",134,182
Indian infrastructure,Infrastructure development in India: The way ahead,"Infrastructure development in India: The way ahead
By
Avinash Kumar
14 April 2003
The second five-year plan of the Indian government (1992-97) called for “massive” infrastructure development, including construction of 100 new airports and 10,000 more kilometres of highways, and the laying of new pipelines for transporting petroleum products and natural gases.
Despite the government’s lofty plans, the country’ s infrastructure is in poor condition, particularly with respect to power, roads and irrigation. The World Bank has warned that India’slarge infrastructure deficit is a threat to the economic and social development ofthe country. In its most recent review of India in December 1998, it said, “…the current infrastructure investment level is not sufficient to sustain growth at even the relatively low levels that have been achieved in recent years.” It added that there was ""a need for substantial investment in the energy, telecommunications, transport",135,188
Indian infrastructure,State infrastructure and productive performance in Indian manufacturing,"State infrastructure and productive performance in Indian manufacturing
Date1988
Author
Kaul, Ratna Lachhu
Dixit, Aviral Kumar
Bhalla, J.S.
MetadataShow full item record
Abstract
In India, the growth of manufacturing, which is the main driving force, was not accompanied by an increase in infrastructure. This study, using a production function for the manufacturing sector, shows that the level of infrastructure in states has a significant and significant influence on the production of the sector. Thus far, studies have used a cross-section of all states. In this paper, we use the time series data and use an econometric model to test the influence of state infrastructure on manufacturing output.",136,187
Indian infrastructure,Comparisons of the structure and infrastructure of Chinese and Indian Science and Technology,"Comparisons of the structure and infrastructure of Chinese and Indian Science and Technology, with an analysis of how the two systems of innovation might be reformed to better support innovation.
Comparing China and India: the science and technology systems
Author(s)
- -
Type
Thesis / Dissertation
Date Issued
2021-05-10
Genre
theses
Degree Grantor
University of Pennsylvania
Institution
School of Arts & Sciences
Number of Pages
xvi, 201
Included in
Asian Studies Commons, Chinese Studies, International Public Health Commons",137,196
Indian infrastructure,Evolution of Financing Needs in Indian Infrastructure,"Evolution of Financing Needs in Indian Infrastructure Industry
By Suresh Reddy
India is a country with a population of over 1.3 billion people which is growing rapidly. The infrastructure sector has been an area of concern as the sector is the key driver of the economy. It is important for a nation to have an infrastructure to support its development. Infrastructure projects can be broadly classified into three categories: (i) infrastructure for growth; [email protected]
Recent Comments",138,180
Indian infrastructure,Reengineering urban infrastructure: how the World Bank and Asian Development Bank shape urban infrastructure finance and governance in India,"Reengineering urban infrastructure: how the World Bank and Asian Development Bank shape urban infrastructure finance and governance in India and Vietnam
AbstractThe World Banks and the Asias Development Banks (ADB) 2005 Asian Urban Development Report [ADR] argues that the Asian urban crisis is rooted in the poor governance of urban services. It is the governments failure to invest in urban service provision that is at the heart of the problem - governments in Asia are not investing the necessary amounts in infrastructure, especially in cities. As such, it advocates increased investments in city infrastructure to support rapid and sustainable urban growth. This chapter explores how these institutions shape the urban agenda and support the reengineering of infrastructure and services in Asian cities through investments and policy.
The chapter is divided into four parts. In the Introduction, the role of international financial institutions 1 2 is examined. Part two explores the relationship that exists between the two institutions: ADB, in its various incarnations 3 4 5 6 and World 7 Bank",139,187
Indian infrastructure,Innovative civic engagement and digital urban infrastructure: Lessons from 100 smart cities mission in India,"Innovative civic engagement and digital urban infrastructure: Lessons from 100 smart cities mission in India
Date2016-10-13
Author
Mandal, S
Ghosh, A
MetadataShow full item record
Abstract
Smart city mission is an ambitious plan to transform Indian cities by using Information and Communication Technology (ICT) and other digital technologies to improve city services. As of 2015, more than 40 Indian urban cities had been selected as smart city, and the list includes several Indian IT hubs. This paper presents an overview of some of the smart initiatives undertaken at different levels of city governance. We present an empirical analysis of a few selected smart projects in two smart Indian city-states: Kochi in Kerala and Bangalore in Karnataka. The analysis reveals that while the state government in both the cities is driving the process with its top down approaches, the city administration has become the primary implementer.",140,192
Indian infrastructure,Building infrastructure: Private participation in emerging economies,"Building infrastructure: Private participation in emerging economies. The case of the electricity sector
Abstract:
The objective of this study is to provide a comprehensive overview and analysis of private participation and PPP in the energy sector for five emerging countries (Egypt, Kenya, Mexico, Morocco, and Thailand) and to identify common themes, issues, lessons learnt, success factors, etc. In the case study countries, there is a general lack of institutional framework for public-private partnership “PPP”. The lack is due to the absence of laws and regulations, lack or absence in government policies and guidelines and/or lack in political will, or due mainly to lack knowledge or experience.
- 2007",141,195
Indian infrastructure,"The economy of anticipation: Hope, infrastructure, and economic zones in South India","The economy of anticipation: Hope, infrastructure, and economic zones in South India
AbstractThe study explores the economic significance of the new industrial policy of 1991-92 in India. It examines the impact of a new infrastructure policy on the location of new industries, particularly in the case of South Indian industrial zones. The paper also examines two new economic policy zones to explore the nature of infrastructure that is created to support industrial growth. These zones are identified and located on a map of India to highlight the extent to which new zones support the creation of industrial infrastructure. Finally, the role of hope and anticipation on location choices is examined. We show that anticipation is not a sufficient condition for location. This conclusion is based on evidence from the two zones examined in this study.",142,192
Indian infrastructure,Regional distribution of infrastructure and basic amenities in urban India: Issues concerning empowerment of local bodies,"Regional distribution of infrastructure and basic amenities in urban India: Issues concerning empowerment of local bodies.
Abstract
The paper explores the distribution and accessibility of infrastructural and service-based amenities across the urban districts of India using a unique database of 2,200 urban local self governments. We find that the share of urban areas served by the government with the basic and infrastructure services increases with an increasing urban size. The urban population living more than one kilometer away from public transport, public health, education, and water supply facilities is significantly higher in the larger cities. Further, we find an increase, rather than decrease, in inequality in service delivery across districts. Our results provide empirical support for the argument that local governments should be allowed to expand and provide more services to the population of their jurisdiction in a more decentralized and devolved environment, thereby reducing inequality.",143,195
Indian infrastructure,Impact of transportation infrastructure on development in East Africa and the Indian Ocean region,"Impact of transportation infrastructure on development in East Africa and the Indian Ocean region
Infrastructure development for transport has been a major driver of economic growth and poverty reduction. This paper examines the impact of infrastructure in terms of transport connectivity with the world economy, trade flows and productivity of trade using a gravity equation-based panel data analysis and quantiles of the World Bank Infrastructure Database for 1995, 2000, and 2012 for the East African region (Kenya, Uganda and Tanzania) and for Indian ocean region comprising Djibouti, Eswatini, Lesotho, Madagascar, Seychelles, Sudan, Mauritius, Namibia, Swaziland, Mozambique and Comoros. The paper focuses on the extent to which infrastructure development has contributed to trade, growth, poverty, productivity and development indicators such.
- Krugman, Paul R & Obstfeld, Maurice,.",144,185
Indian infrastructure,The back bone of Indian infrastructure,"The back bone of Indian infrastructure and real estate sector in the country, GMR Group, is all set to make a splash in a different sector – the renewable energy sector.
The Gaurav Garg-headed Gurgaon-based infrastructure player, which has for the past three years, been involved in developing greenfield power plants, wants to foray into the solar power generation segment. The company’s entry into solar energy generation is part of its diversification strategy. “We will be entering the field of renewable power through our own projects and through joint ventures. As far as the former goes, we already have 1,200 MW of capacity of solar projects under development,” Gaggar, the chief executive officer of GGM Energy, told FE. GMML has set up a wholly-owned subsidiary in this space, namely GME Renewables, for this purpose and Gagar said they are currently in talks with several developers",145,185
Indian infrastructure,"Examining the interlinkages between regional infrastructure disparities, economic growth, and poverty: A case of Indian States","Examining the interlinkages between regional infrastructure disparities, economic growth, and poverty: A case of Indian States
- 4 Downloads
Abstract
In spite of the fact that the development and growth of a region depend on various factors such as geographical location, natural resources, availability of human resources and infrastructure, the region with better infrastructure tends to attract more investments leading to rapid economic and industrial growth. Hence, it has been observed that there is a positive and significant correlation between infrastructure development in a country and economic development, with the former being the driving force behind economic progress. The present study aims at identifying and explaining the impact of infrastructure on poverty, in Indian states. It uses a time series data for the period 2000–2014, collected from the official statistics of government sources and other reliable secondary sources. We employ both ordinary and structural causality tests to test the hypothesised relationship. Our results indicate that economic infrastructure has a significant impact on regional poverty in India, while the causation from poverty to infrastructure is also significant",146,185
Indian infrastructure,Electric vehicle charging infrastructure: positioning in India,"Electric vehicle charging infrastructure: positioning in India
This research paper aims to study the current EV charging ecosystem in the country and the potential for the sector going forward
The Government’s decision to make all cars electric by 2030 has created a massive opportunity for India’",147,183
Indian infrastructure,"Government versus private primary schools in India: An assessment of physical infrastructure, schooling costs and performance","Government versus private primary schools in India: An assessment of physical infrastructure, schooling costs and performance
AbstractThe study assesses and compares the physical and financial infrastructure of government versus non-government aided primary (1- 7) and upper primary( 8-12) schools under the Sarva Shiksha Abhiyan - a central government school education reform programme initiated in 2000. A sample of 1,000 schools is covered from five states. Data is collected by means of a specially designed school questionnaire and by using an asset index for each school. This paper assess the impact of public school expansion on access to education for poor children in the five selected States. The study finds that private aided schools have much better physical facilities, including more teachers and more textbooks. They also charge higher tuition fees and the quality of education appears to be higher. It is also found that the cost structure of private schools makes them vulnerable to fluctuations in their financial inflows. Finally, it is argued here that, despite the higher quality and lower costs of the private sector",148,198
Indian infrastructure,Payments infrastructure and the performance of public programs: Evidence from biometric smartcards in india,"Payments infrastructure and the performance of public programs: Evidence from biometric smartcards in india
We investigate the effect of the implementation of biometric identity smart cards on labor market participation, welfare, and program performance. We find that participation in the public employment guarantee and rural health insurance schemes increases after the introduction of smartcard technology. Labor market participants also receive benefits from increased labor force participation: the smart card is associated with higher wages and longer working hours. The impact on welfare is ambiguous. Our results also confirm that smartcarts help program participants to avoid the leakages that characterize public schemes. These results suggest that the Indian government can improve the effectiveness of existing programs by replacing the existing payment infrastructure with the new smart)
Pages: 1-20.
- Suresh Deori & Manmohan S. Kumar, 2002. ""Cash versus non-cash payments in India: An empirical analysis using household data,"" Applied Economics, Taylor -and Francis (UK), vol. the ",149,187
Indian infrastructure,The impact of infrastructure provisioning on inequality: Evidence from India,"The impact of infrastructure provisioning on inequality: Evidence from India
This study investigates how the impact on income inequality of public provision of basic infrastructure (schools, roads, and irrigation) may vary across states in India and between rich and poor households. Using a panel data set, the study analyses the effect of these public interventions on the distribution of income among rural households in a sample of Indian states and among households of different wealth groups over the period 1973–2000. The results show that, although the overall distribution has become more unequal, provision and investment in basic public infrastructure have reduced inequality among rich households, but not among poor ones. Public infrastructure investments have been more beneficial to poor people in states with high levels of per capita income in the pre-reforms era. In contrast, there is no impact at all on poor families in high-performing states.
- S. V. Srinivas & Suresh Srivastava. ""The Impact of Infrastructure Provisioning in",150,193
Indian infrastructure,"Availability of infrastructure and manpower for primary health centers in a district in Andhra Pradesh, India","Availability of infrastructure and manpower for primary health centers in a district in Andhra Pradesh, India
Abstract.
DOI: 10.1590/S0041-87812008000050008",151,188
Indian infrastructure,Creating machine readable men: legitimizing the 'Aadhaar' mega e-infrastructure project in India,"Creating machine readable men: legitimizing the 'Aadhaar' mega e-infrastructure project in India
The paper analyses the Aadhar mega infrastructure project that the Government of India launched in 2008, in order to develop a national database of citizens that could be used for a range of purposes from providing identity documents to accessing social assistance programmes. The paper looks at the technical specifications of the project, the governance structure of its creation, and finally the ways in which the Indian government used these technological infrastructures and their social implications. It examines the implications for the everyday lives of people who have been involved in the construction of this infrastructure and its uses. In doing so, it highlights the extent to which this mega-project can be seen as an extension of a broader eGovernance agenda that has been promoted by the government since 1999.
- Author/Editor
-.",152,187
Indian infrastructure,Sustaining India's irrigation infrastructure,"Sustaining India's irrigation infrastructure
The government needs to invest more in irrigation and improve the efficiency of its use.
In India, the use of irrigation has increased from 60% in 1980 to 80-90% currently. This is due to better technology (e.g. water pumps, drip irrigation, etc) as well as government interventions – irrigation subsidies and free electricity to farmers. As farmers continue to migrate to cities and the country’s population grows, this increase is bound to continue. The government’ water resources department estimates India’ irrigation potential at a whopping 600,000 km and its irrigation area at 160 million hectares [1]. India also has the largest irrigation canal system in the world. 70% of this is in arid and semi-arid regions of India. India needs a “new green revolution” to meet its food requirement and to maintain the water table. It is",153,186
Indian infrastructure,"Territory, roads and trans-boundary Rivers: An analysis of Indian infrastructure building along the Sino-Indian border in Arunachal Pradesh","Territory, roads and trans-boundary Rivers: An analysis of Indian infrastructure building along the Sino-Indian border in Arunachal Pradesh
By
Shiv Shankarsinh Chauhan,
Arjun Dev
First Online:
Received:",154,184
Indian infrastructure,Impact of public and private infrastructure investment on economic growth: Evidence from India,"Impact of public and private infrastructure investment on economic growth: Evidence from India
AbstractThe paper attempts to estimate the long-run relationship between public investment and GDP using panel data for India. Using annual data from 1971 to 2008, the analysis indicates that the impact of the investment in infrastructure is not very different from investment spending in other sectors. In addition, there is evidence to suggest that a 1 percent increase in the ratio between the capital and the GDP is associated with a decline in real GDP of 0.7 percent. However, it may also be argued that an increase of capital spending of one unit increases GDP by about two units for every unit spent as an input in capital-intensive manufacturing industries. These results suggest the existence of a negative capital income): 9 (2009)
Issue )",155,187
Indian infrastructure,Current infrastructure scenario and rise in construction and allied industries in India,"Current infrastructure scenario and rise in construction and allied industries in India is expected to be the key growth driver of the Indian ready mix concrete market during the forecast period. Increasing demand of infrastructure development projects, including residential, commercial, industrial, institutional sector is projected to boost the growth of construction industries and thus is anticipated to drive the ready-mix concrete industry in the upcoming years. Ready-Mix Concrete (RMC) is a ready prepared mixture of cement, aggregates, and water. The raw materials are collected in large volume concrete mixing machines.
Request Sample Report:
India’s infrastructure industry is in rapid development phase to cater the needs and demands of its large population. In terms of road sector, India has been witnessing high investment, especially in rural roads for rural connectivity. Government of India’ India Infrastructure Finance Corporation Ltd, has planned investments of USD 500 billion in infrastructure sector during 2012-2017. Moreover, Government has approved the USD$ 8.6 billion Delhi-Mumbai Industrial Corridor",156,192
Indian infrastructure,Association between child immunization and availability of health infrastructure in slums in India,"Association between child immunization and availability of health infrastructure in slums in India
- Authors
Abstract
Background: Slums of India are the most unplanned areas of the country. It is difficult in such areas to get immunization for children under the universal immunization programme. A study of immunizing facilities and immunization status of children of slum dwellers of Kolkata has been undertaken to determine the availability and accessibility of such facilities. Materials and methods: The study population included 3000 mothers (50% males and 50 % females) of age 0-5 years from 12 slams of 6 wards of North, South and Central Kolkata. All the mothers of these children were interviewed to collect data. Immunization status was also ascertained through the immunisation cards of all the children. Results: Out of a total population of approximately one lakh slummers, only 25% of them had access to health facilities available under universal immunizations programme, 10-25 %. The immunization coverage was low. In the slam",157,196
Indian infrastructure,"Integrating blue-green infrastructure in urban planning for climate adaptation: Lessons from Chennai and Kochi, India","Integrating blue-green infrastructure in urban planning for climate adaptation: Lessons from Chennai and Kochi, India
- Source:
 3(4): 1063-1076
-.",158,183
Indian infrastructure,Railroads of the Raj: Estimating the impact of transportation infrastructure,"Railroads of the Raj: Estimating the impact of transportation infrastructure on economic growth
This study investigates the relationship between transport investment and economic performance using a new data set on the investment, performance, and geography of rail and roads in the British Raj. The data are based on annual reports of railway companies, government surveys, official censuses, local gazetteers, land ownership registers, censorial records, court documents, railway timetables, passenger and freight tariffs and receipts, maps, correspondence, photographs, newspaper advertisements, architectural drawings, engineering drawings and reports, etc. Using panel data regressions of 1870-1945 and spatial econometrics for 1910, this paper finds strong positive associations between investment in transport infrastructure and GDP per capita growth across regions of all scales. This relationship is strongest in areas where the population was least mobile, where transport costs, especially in terms of time, were highest. It is not clear whether or not these associations are spurious. If they are not, transport may have been the key to British economic success",159,200
Indian infrastructure,Health infrastructure and economic development in India,"Health infrastructure and economic development in India – a case of Maharashtra
Abstract
In the recent years, the health sector has been witnessing a significant growth, especially in the public health services. In India, health infrastructure in general is inadequate and needs an improvement. A large number of people in rural and urban areas lack proper health facilities. This article is an effort to analyze the status of health infrastructural facilities and their impact on the economic growth of the country. Maharashtra, considered to be as one of “BIMARU” states, has emerged as a leading industrial state in terms of growth and development of its economy. The study examines the link between health infrastructures and the state’s economic developments.
References
Ahmed, S. (n.d.). Maharashtra’ health profile: Health Profile and Trends. Retrieved 15 December 2016, from Ministry of Health and Family Welfare:
Bajpai, M. P., & Katoch, V. K.",160,194
Indian infrastructure,Rural infrastructure and growth: an overview,"Rural infrastructure and growth: an overview of the impact of public investments in rural infrastructure
This paper presents an introduction to the literature on public expenditures in the rural sector and their impact on economic growth. We provide an outline of theoretical frameworks and identify main results, highlighting the key issues. In the first section, we provide a review of existing studies in this area and describe the different types of infrastructure, the determinants of their demand and the channels of impact. The second section discusses the evidence on the importance of rural public infrastructure for growth and its determinants and concludes with a discussion of empirical methodologies. A final section draws conclusions and discusses policy implications.
- Alesina, A. & Glaeser, E.L. and Sacerdote, B.D. An Empirical Analysis of Growth and Income Distribution. Cambridge, 1998. URL [Accessed: 13.05.2016].
-. (2009). Does Infrastructure Spur Growth? The Role of Infrastructure and",161,198
Indian infrastructure,Financing India's urban infrastructure: Current practices and reform options,"Financing India's urban infrastructure: Current practices and reform options -- World Bank
India' s Urban Development Sector
- In India urban areas are home to 31% of the total population and to over 55% and 75%of the economically active population in manufacturing and services, respectively. The sector has grown rapidly in the decade of nineties; in 2000, urban population was 340 million, or 21% (World Bank 1998).
Urban Infrastructure
A major challenge for governments of developing countries is to expand the capacity and quality of their cities' infrastructure. This requires large capital investments in transport and other infrastructure services.
In India, the need for urban development has intensified in recent years, in particular in large metropolitan areas, as the rapid growth of its economy has resulted in rising demand for housing, transportation infrastructure, water supply and sanitation, and basic social services. In order to meet this demand and provide basic services to their",162,186
Indian infrastructure,An infrastructure review of public bicycle sharing system (PBSS): global and Indian scenario,"An infrastructure review of public bicycle sharing system (PBSS): global and Indian scenario
Abstract
A bicycle-sharing is a system which facilitates the short-term usage of bicycles by multiple people and is an emerging mode of transport. The PBSS are a combination of bicycle, docking station and a management system for a bike-rental service. There are different types of docking stations, which include fixed docking, free floating, and smart docking systems. PBRS can play a crucial role in improving air quality, reducing traffic congestion, providing a viable alternative to private automobile ownership, encouraging exercise, supporting local and national tourism and improving the quality of life in cities by providing an additional transportation option. This paper discusses the existing infrastructure of PBST in the global cities. Then the PB systems are analyzed based on the parameters of cost, efficiency. And finally, the conclusion is drawn that the current PB infrastructure is very less in India when compared to the other countries. Hence, it can be",163,180
Indian infrastructure,"Transport infrastructure, energy consumption and economic growth triangle in India: Cointegration and causality analysis","Transport infrastructure, energy consumption and economic growth triangle in India: Cointegration and causality analysis
Transport is a key enabler of economic development. It plays an instrumental role in the overall development of economy through efficient mobility of both goods and services. In this regard, the role of transport infrastructure is of paramount importance in any developing nation. The present study investigates the long-run relationship among the transport, industrial and energy variables. Using cointegration approach, a three-variable system is tested. Co-integration, vector error correction model and Granger causation test have been employed in order to investigate the causal relationship between the variables in short-term and long term. We find strong causal linkage between energy, transport and industrial variables for India. Moreover, we found a unidirectional causatory relationship from energy to industrial output and from industrial to transport output. This finding supports the hypothesis of Koop et al. (1992) and also the theory of endogenous growth which is the base for endogenous development theory. Further, it also",164,188
