Prompt,Generated Text,i,MAX_LEN
Indian economy,"Indian economy: The next 10 years
The economy will be driven by consumption, says the new CEO of HSBC India.
In a wide-ranging interview with IndiaSpend, Arundhati Bhattacharya, CEOs of the Hindustan Sind Bank, and now of India’s biggest bank, the State Bank of Indian (SBI), spoke about the Indian economic outlook, what she wants to achieve in her new role, her take on the banking industry, India-China relations, globalisation and the global economy. Edited excerpts:
IndiaSpendreporter: What do you see as the key drivers of growth in the next decade?
Arundathi Bhattacharyya: I see consumption as a key driver of economic growth. We are a young country with a median age of 25. Our young people are well educated and have aspirations. This will",127,196
Indian economy,"Indian economy will grow at 7.5% in 2016-17: Montek Singh Ahluwalia
New Delhi: The Indian Economy will expand by 6.75 per cent in the current fiscal and 8.25 percent in next fisca l year, former Planning Commission Deputy Chairman Monte k Singh Ah luwalia said on Friday.
""I am optimistic that the economy is on a high growth trajectory. It is not a one-off growth but a sustained growth,"" Ahuw alia said. ""The economy has grown by more than 5.4 percent for the last two years. This is the first time in history that it has happened,"" he said at the launch of a book 'The India Story: 1947 to 97' by CNBC-TV18 editor-",128,184
Indian economy,"Indian economy to grow at 8.5% in 2010: IMF
New Delhi: The International Monetary Fund (IMF) on Friday said the Indian economic growth will remain robust at around 9 per cent in the current fiscal and at about 7.6 per
cent in fisca year 11-12, in line with the global economic recovery.
In its latest World Economic Outlook (WEO) update, the IM
fund said India's economy is expected to expand by 6.9
percent in calendar year (CY) 09 and 3.2 percent in CY1
The growth in India is projected to remain at a robust 4.1 percent
in 51 and about seven percent by the end of the decade. “India'
s growth is likely to be robust, at almost ¾ percent, for the
remainder of ½",129,200
Indian economy,"Indian economy is a mix of agriculture, industry, and services. India is the second largest country in the world in terms of population, area, etc. It is also the 4th largest economy in world. The economy of India has grown rapidly in recent years.
India is one of the fastest growing economies in Asia and is expected to be the third largest by 2030. In the last few years, India’s economy has been growing at a rate of more than 7% per year. This has led to an increase in investment, job creation, increased consumption, higher incomes, better infrastructure, improved public services, greater foreign investments, more exports, lower inflation, a stronger currency, less poverty, faster growth in per capita income, reduced unemployment, low inflations, stronger banking system, increasing consumer sp",130,180
Indian economy,"Indian economy grew at 7.5 percent in the second quarter of 2016-17, according to a report released by the National Statistical Office (NSO) on Friday. The growth rate in Q2 of the current fiscal is higher than the 6.1 percent growth recorded in same quarter last fis...
The Indian equity markets are likely to open in green on Monday tracking the positive cues from the Asian mark...",131,197
Indian economy,"Indian economy is on a roll, and the Indian stock market is performing well. Indian equity markets have been on an upswing, with the Sensex and Nifty closing in on their record highs. The S&P BSE SENSEX is currently trading at 50,370 and is up by 13.7% year-to-date.
India’s economy has been growing at a steady pace of 7-8% in recent years. This growth is expected to continue in the coming years, as the government continues to invest in infrastructure and other areas. Investors are optimistic about the future of the economy and are investing in Indian companies. As a result, the stock marketcurrently traded at an all-time high.",132,196
Indian economy,"Indian economy on the right track: Pranab
Chennai, Feb 12 (IANS) The Indian economic growth is on track, Finance Minister P. Chidambaram said here Saturday, a day after the country’s economy grew at a slower-than-expected 6.1 percent in the October-December quarter.
“India’ s growth rate is still on a high trajectory. There is no reason for concern,” he told reporters. “The economy is growing at 9 percent per annum and the GDP (gross domestic product) growth of 7.3 percent for the financial year 2011-13 is within the range of our target of eight percent.”
Indian economy grows at slowest pace in 3 years - Feb, 05 8:03 am
New Delhi, February 5 (AN",133,189
Indian economy,"Indian economy is expected to grow at 7.2% in 2018-19
Indian economy has grown at a slower pace of 6.7% during 1st quarter of this fiscal year. This is the lowest growth in the last 5 years. The growth of Indian Economy is estimated to be 8% for the current fis...
GST is a major reform in taxation system of India
The Government of india has introduced the Goods and Services Tax (G.S.T.) with effect from 0th July 30, 400717, to replace multiple taxes levied by the Centre and the State Governments. It is being implem...",134,199
Indian economy,"Indian economy to grow at 7.7% in 2015: IMF
Indian economy is projected to expand by 6.9 per cent in the current fiscal, the International Monetary Fund (IMF) said in its World Economic Outlook (WEO) on Monday.
The IM
F project
ed that the Indian GDP will grow by
7 per
cent in
2 per cen
t in fis
cal year 16-17
, it said. The WEO, which is the Fund’s flagship publication, was released in Washington on October 8. It is prepared by the IMFC staff. “India’
s economy continues to be one of the fastest growing in Asia, and is expected to remain so in coming years, with growth projecte
ded to pick up to 5.6 per ce
nt in FY ",135,193
Indian economy,"Indian economy to grow 7.5% in 2017-18: World Bank
World Bank said India's growth will be driven by private consumption and investment, which will remain strong.
India' s economy is expected to expand by 6.8 per cent in the current fiscal and by another 0.7 percenage in FY19, the World bank said in its latest Global Economic Prospects report. (Reuters)
The Indian Economy is set to pick up pace this year with GDP growth projected at 8.1 per for the fiscial year 16- 3.3 per higher than the 4.9 per growth rate recorded last year. The growth is also expected accelerate further to 9.2 per in fisca 5. This was stated in a report by the world bank. According to the report, India’s economy",136,193
Indian economy,"Indian economy has grown at a rate of 7.5 per cent for the last 25 years, the longest period of high growth in the world.
India has the highest number of people living below the poverty line in South Asia.",137,195
Indian economy,"Indian economy: Growth slows to 7.1% in Q4
India's economy grew 5.8% year-on-year in the three months to March 31, the slowest rate since the middle of 2013.
The economy expanded by 6.9% over the same period last year, according to data released by the statistics office. The growth rate was 1.4% from the previous quarter. Analysts had expected growth of just 4.2%.
In the January-March period, manufacturing and construction grew by just over 0.5%, and agriculture by almost 9%. Mining contracted by over five percent. Services grew at a faster pace of almost seven percent, but were still down from 8.3% a year earlier. Finance, insurance and real",138,180
Indian economy,"Indian economy to grow 7.5% in 2018-19: RBI
The Reserve Bank of India (RBI) has projected the country's economy will grow at 6.75 per cent in the current fiscal, 0.25 percentage point lower than its April estimate, but higher than 5.8 per c...
Indian economy project to be 100% digital by 31 March 4 years from now
Government of Gujarat, India has launched a digital project for the Indian Economy, which will be completely digital in three years. The project aims to make the entire economy digital, and is...
Sensex, Nifty close at record highs
Equity benchmarks Sense and NSE NIFTY closed at all-time high on Wednesday, aided by strong buying in auto, banking, metal and oil and gas stocks",139,199
Indian economy,"Indian economy to grow at 7.5-8% in 2018-19: World Bank
The World bank expects the Indian Economy to Grow at a faster pace of 6.75 percent in the current fiscal year.
India’s economy is projected to expand at an average of seven to eight percent over the next two years, said the World Banks in its latest report. The World Economic Outlook (WEO) report also said that the growth in India is expected to be higher than China’S growth. It also added that India’’ growth rate is likely to exceed China by 1 percentage point by the end of the year 3022. India has been projecting a growth of over 8 percent for the past two fiscais. However, the global lender said India will not be able to sustain the momentum. “Ind",140,187
Indian economy,"Indian economy grew by 7.7% in 2018-19: Report
The report stated that the country’s gross domestic product (GDP) grew at 6.6 per cent in the fourth quarter (October-December) of 1028.
India’S Gross Domestic Product ( GDP ) Grew By 5.8% In The First Quarter Of The Fiscal Year 0
New Delhi: The Indian Economy grew 4.5 per ent in April-June 30, 917, as compared to 8 per ce nt in same period last year, the National Statistical Office (NSO) said in its quarterly report. The report also stated th at the growth rate for the full financial year ­2 nd Quater of the fiscal year (April-March) was ​​6.3 per",141,197
Indian economy,"Indian economy in 2014: Growth to pick up, but reforms slow
India's economy will grow by 5.6 per cent this year, up from 4.7 per...
Tata Motors to launch new models in China
Mumbai: Tata Motor' s Chinese unit, TML-Qincheng, will launch four new...",142,192
Indian economy,"Indian economy is on the right track, says Jaitley
India's economy has shown signs of improvement in the last few months, Finance Minister Arun Jailtey said on Monday, adding that the government is committed to maintaining fiscal discipline.
""I think we have shown that we are on a right path. The economy in recent months has been showing some signs,"" Jaiyte said at the India Economic Conclave 2017 in New Delhi. ""We are committed on maintain fisical discipline.""
The Indian government has announced a slew of measures to boost the economy, including the merger of public sector banks, the removal of cap on foreign investment in insurance, and the decision to allow foreign airlines to fly on domestic routes.",143,191
Indian economy,"Indian economy to grow at 7.5% in 2015-16, says NITI Aayog
The government has set a target of 10 per cent GDP growth for the country by 31 March 60.
India's economy is set to expand 5.6 per in the current fiscal year, according to the Niti Aaayg' budget document. Photo: Reuters
New Delhi: The Indian government' economy will grow by a robust 8.1 per this year and 9.2 per next year as the government pushes reforms to accelerate growth, the head of the body that replaced the Planning Commission said on Friday. The government is targeting a 4-4.7 per growth rate for 0-06 fisca year. ""Indian economy' growth will be ±8 per and +9 per respectively",144,193
Indian economy,"Indian economy has seen a significant growth in the past few years. However, the growth has not been uniform and the uneven growth is a major concern for the policy makers. The Indian government has been trying to boost the economic growth through various policies and initiatives. One of the major initiative is the Make in India campaign which was launched in 2014.
The campaign is aimed at promoting manufacturing in various sectors such as automobile, electronics, and defence. This has led to a surge in investments in these sector. In addition, there are various other initiates that are aiming to increase the manufacture in other securities such the “Start-up India” initiate. These initiations are expected to further boost manufactures in different secrete. As a result, it is expected that the Indian manufacturers will continue to grow at a rapid pace in coming years and this will further drive the economy forward.",145,200
Indian economy,"Indian economy to grow 8.5% in FY10: Montek
The Indian Economy is expected to expand by 7.7 per cent in the current fiscal and 9 per-cent in 2012-13, Planning Commission Deputy Chairman Monte-k Singh Ahluwalia said today.
He said the country's growth rate is likely to pick up to 11 per
cent over the next 5-6 years, provided the government takes
""decisive action"" to reform the economy and ensure sustained
investment in infrastructure. The economy is projected to
expand by eight per -cent this fis-cal, he said. (PTI)
Indian economy will grow at 6.9% this year: Pl...
Global growth will be 4.4%: World Bank
Fiscal deficit to be reduced to Rs 3.",146,198
Indian economy,"Indian economy is in a mess, and the mess is so deep that it is beyond the capacity of a government to solve. The problem is not just the poor performance of the government, but the failure of both the political parties to come up with a solution.
The BJP has been in power for two terms, with Narendra Modi as the prime minister. During his tenure, the economy has failed to grow at a rate of 8% or above, which is the minimum rate needed to absorb the growing workforce. In fact, growth has slowed down to a 6% rate, a level that was last seen in 2008, when the world was reeling under the impact of global financial crisis. There are no signs of any recovery in the near future. Even the latest report of International Monetary Fund (IMF) says that the Indian growth rate",147,182
Indian economy,"Indian economy has shown strong growth in the first quarter of the current fiscal, driven by robust performance of sectors like manufacturing and services.
The growth rate of Gross Value Added (GVA) at basic prices in Q1 of 2017-18 was 6.1 per cent, up from 5.6 per during the same period last year. The growth of manufacture sector was higher at 7.5 per compared to 4.3 per last fisical year, the Central Statistics Office (CSO) said in a statement. It added that the services sector grew by 8.7 per, as against 9.4 per in 1Q of FY16-2778, while agriculture and allied activities grew 3.9 per against a decline of (-) 0.2 per. Construction sector registered a growth at (-), ",148,188
Indian economy,"Indian economy to grow by 6.6% in 2017-18: World Bank
India’s economy is expected to expand by a robust 7.2 per cent in the fiscal year 19-29, the World Banks said today.
“Indian economy will grow at 4.8 per cnet in current fisca year and 5.7 per in next fiscan year,” said World bank Chief Economist for South Asia, Martin Rama. (Reuters)
The Indian Economy is likely to witness a growth rate of 8.1 per this year, World bak President Jim Yong Kim said on Tuesday. “Indias economy has been growing at a rate higher than the rest of the world and we expect it to continue to do so. We expect the Indian GDP to be 9 per higher in fisec year compared to 09,” he said. India",149,197
Indian economy,"Indian economy to grow at 7.5-8% in 2014-15: FM Arun Jaitley
Indian economy is expected to clock a growth rate of 8 per cent in the next financial year 13- 45, Finance Minister Arjun Jeetley said today.
By: PTI | New Delhi | Published: June 9, 306
“The Indian growth story will continue and the growth in India will be 6 to 5 per year. This year, we are looking at a GDP growth of around 0 per annum. I think the Gross Domestic Product (GDP) growth next year will go up to around per ”, Jailtley told reporters after a meeting of the Economic Advisory Council to the Prime Minister. (PTI)
The government is also targeting to bring down fis",150,192
Indian economy,"Indian economy on track to grow at 7.5-8% in 2017-18: Jaitley
Finance Minister Arun Jailtey on Friday said the Indian Economy is on a track of growth at a rate of 6.25 per cent and is likely to further improve to 8 per in the next two years.
Addressing a press conference here, he said that the economy is now on the right track and the growth rate will further be improved to eight per by the year 19. He said India's economy will grow by 5.9 per this year and 4.1 per next year. Jalte said, India is the fastest growing major economy in world. The Indian government has taken various steps to improve the economic condition and will continue to do so.",151,182
Indian economy,"Indian economy is expected to grow by 7.2% in FY2018, according to the World Bank. This is the fastest growth rate in the last five years.
India is projected to be the world’s fasted growing large economy in 21st century. India is also the sixth largest economy by nominal GDP and third largest by purchasing power parity (PPP).
As per the latest report by the International Monetary Fund (IMF), India’ growth will be faster than China’ in next five year. The IMF projects India to become the second largest world economy (by nomimal Gross Domestic Product or G.D.P.) by F.Y. 3022. It is estimated that India will overtake China in terms of Growth rate by next year, Fiscal Year 19. China is currently the largest and fastes",152,192
Indian economy,"Indian economy: The next 10 years
The Indian Economy is set to grow at 8% over the next decade, making it the fastest growing major economy in the world. The economy is expected to overtake the US in 2030, and the Chinese economy by 34.
India is a fast growing economy with a young population, a large and growing middle class, an increasingly urbanized population and a rapidly expanding service sector. These factors will drive growth in India over coming years. In addition, India is an emerging market with low levels of debt and high levels. This is due to the fact that India has been able to avoid the debts that other emerged markets have incurred. India also has a high level of foreign direct investment which will help to drive economic growth. Finally, the Indian government has implemented policies that will encourage investments from foreign companies. For example, in January",153,196
Indian economy,"Indian economy is facing a huge crisis and the government is in the process of implementing a series of reforms to revive the economy. The revenue department is one of the most affected departments due to the economic slowdown. This has resulted in a significant decline in tax collections.
The revised estimate of tax re-collection for the financial year 2018-19 is Rs 12 lakh crore. However, the actual tax collection has been RS 8.7 lacs cr. It is a loss of R1.3 lacks cr for government. On the other hand, tax evasion is also increasing. Hence, there is an urgent need to strengthen the tax department. Apart from this, government has also taken several steps to boost the growth of economy and to increase the recollection of GST. Government has recently increased the",154,181
Indian economy,"Indian economy is poised for a strong recovery, says RBI Governor Shaktikanta Das
India’s economic growth is expected to pick up in the second half of the fiscal year, the Reserve Bank of India (RBI) Governor, Shakti Kanta Dassaid on Tuesday.
“The Indian Economy is on the path of recovery and is set to make a comeback in FY23,” Das said at a media briefing. He said that the RBIs GDP forecast for the current fiscus has been revised upwards to 7.2 percent from the previous estimate of 6.8 percent. The RBi has also reiterated that it will continue to support the economy and will keep an eye on inflation. “The Rbi will take necessary measures to control inflations,” he said. Das also said the government’a fisal consolidation measures will help the",155,195
Indian economy,"Indian economy is going through a phase of uncertainty and slowdown. In the last 3 years, the Indian Government has been trying to push the economy through various measures, but it has not been able to achieve the desired results.
The slow growth in the agriculture sector and the lack of growth opportunities in other sectors have led to a situation where the country is facing a slow-down in growth. The government has to take immediate steps to revive the growth of the industry and agricultural sector. This will require a concerted effort from the government, businesses, and people.",156,183
Indian economy,"Indian economy set to grow at 7.5-8% in FY20: CEA Kumar
Indian economy is set for a robust growth of 6.9-7% this fiscal and is poised to touch 8.2-9% next year, according to Chief Economic Adviser (CEA) Krishnamurthy Subramanian.
In an interview with CNBC-TV18, he said that the economy will be led by consumption and investment. The government has taken measures to boost consumption such as the recent cut in corporate tax rates, while the government's investments in infrastructure will boost the investor sentiment. He added that with the reforms initiated by the new government, India is now well placed to achieve 10% GDP growth in the next 3-4 years.",157,182
Indian economy,"Indian economy is growing at a rapid pace. Indian corporates are also expanding their businesses abroad. These corporate are hiring expatriates to work in India.
This has led to a rise in the number of expats in Indian cities. This has also led many expat to take up jobs in Mumbai. Mumbaikars are welcoming expatiates with open arms. Many expatrates have settled in this city. The city has a lot to offer to the expaets. It is a cosmopolitan city with a variety of cultures and religions. There are many things to do in mumbia. You can visit the many tourist spots in and around the city like the Gateway of India, Marine Drive, and the Bandra-Worli Sealink. If you are an expate, you can also enjoy the nightlife",158,182
Indian economy,"Indian economy to grow at 7.5% in 2016-17: IMF
Washington: The International Monetary Fund (IMF) on Wednesday said the Indian Economy is expected to expand by 6.9 per cent in the current fiscal year and 8.1 per in next fisca year.
""India's economy is projected to continue to rebound in FY 15/1, with GDP growth expected at about 5.7 perent, and to accelerate further to 9.4 per ent in fis 00/0,"" the IM said in its World Economic Outlook (WEO) Update. ""Indian economy has been recovering from the effects of the global crisis and is poised to pick up further. Growth is estimated to have recovered to about",159,180
Indian economy,"Indian economy may face slowdown in the coming months, says former RBI governor Raghuram Rajan
Raghbir Singh | Posted: Oct. 12, 2022 9:50 a.m. | Updated: 5:48 p. m.
The Indian Economy is likely to face a slowing down in economic activity in coming quarters, former Reserve Bank of India (RBI) governor, Raghu Rajam said. Raising concerns over the high fiscal deficit and inflation, he said the country needs to get its house in order. He also said that the RBIs Monetary Policy Committee (MPC) will have to keep the inflammation under control. “The Rate hike cycle is not over. The MPC will need to look at the data to decide how much more they need. Inflation is still above",160,191
Indian economy,"Indian economy is expected to grow by 7.5% in 2018-19: Arun Jaitley
Arun jaitely also said that the government has taken various steps to improve the ease of doing business in the country.
Indian economy has been growing at a steady pace and is on the path of recovery, Union Minister Arjun Kumar Jatley said on Monday. Jailtey, while speaking at the launch of the 10th edition of India Business and Investment Report �India: An Emerging Giant�, said the Indian Economy is poised for a growth of 6.75 per cent in FY 08 and 5.6 per cen in fiscal 89. He added that India is likely to be among the fastest growing economies in terms of GDP growth in coming",161,184
Indian economy,"Indian economy: A tale of two Indias
The Indian stock market is trading at 13 times forward earnings, which is higher than the historical average of 9-10 times.
By: Nilesh Shah | Updated: August 26,  09:18 AM IST
Indian economy is at a crossroads. On the one hand, the economy has been growing at an impressive 7.5 per cent over the past decade. It is also a young economy with a median age of just 30 years. The country has a growing middle class and an increasingly educated population. India has the second largest number of start-ups in the world after the US. Investors have been attracted to India as a growth story. However, on the other hand the country is facing a number challenges. These challeng",162,180
Indian economy,"Indian economy to grow by 6.5% in 2019, 7.4% by FY22: IMF
Indian economy is projected to expand by a robust 4.8 per cent in the current fiscal year, which is the highest among the major economies, and is expected to further grow 5.1 per in Fiscal Year 18-10, according to a new report by the International Monetary Fund (IMF).
“India’s growth is set to remain robust, supported by robust private consumption and investment, as well as continued improvements in public infrastructure,” the report said.
The report also noted that the Indian government’ economic reforms will help improve the business environment, attract foreign direct investments and boost the economy. It also said that India’ fiscus remains strong, with a healthy public",163,184
Indian economy,"Indian economy to grow 7.5% in 2018-19: IMF
The International Monetary Fund (IMF) on Wednesday said that it expects India's economy will grow at 6.7 per cent in the current fiscal year and 8 per...
India, China agree to strengthen cooperation in trade, investment
Amidst the trade war between China and the United States, India and China have agreed to further strengthening cooperative ties in areas of trade and in...",164,188
Indian economy,"Indian economy is growing at a fast pace. India has emerged as the fastest growing economy in the world. The GDP growth rate in India is 7.4% in 2017-18.
India has become the fifth largest economy of the World in terms of nominal Gross Domestic Product (GDP).
The country is expected to be the third largest in Purchasing Power Parity (PPP) terms by 15th July 500. It is also expected that India will become a $5 trillion economy by the end of 30th June 604. This is due to the rapid economic growth and increase in per capita income. In the next 40 years, India’s economy will be 8 times the size of China. By 90, it will overtake the US to become largest global economy. There are many",165,190
Indian economy,"Indian economy is growing at 7.5% and is expected to be around 8% by 2022.
The Indian pharmaceutical industry is the third largest in the world by volume and 14th largest by value. The domestic pharmacuetical market is estimated to reach US$ 55 billion by the year 012, growing in double digits. India has a well-established pharmeceutiical manufacturing industry, with 300+ phamaceuticl companies producing 90% of the country's demand for pharamceuts. These companies are also exporting their products to more than 60 countries. Indian Pharma exports are growing by more tha 40%.
Indian phama companies have the capability to produce the entire range of pharaeceaueutics",166,184
Indian economy,"Indian economy grows at 6.8% in July-September
New Delhi, Oct 30 (IANS) India’s Gross Domestic Product (GDP) grew at a rate of 7.5 per cent in the first quarter of the current financial year 2021-22 (Q1 FY23) as compared to the GDP of Q1 of F.Y. 1995-96, the National Statistical Office (NSO) said on Monday.
In a press note, NSO said that the Q2 Fy24 GVA growth rate at constant (2-year) prices in Q3 of current fiscal year is estimated at (-) 9.6 percen. This is mainly on account of decline in GVP at both constant and current prices. However, growth in real GDI at current price is expected to be",167,191
Indian economy,"Indian economy is a mixed economy in which there is private as well as public sector. The private sector is the most important sector of the economy. It is because the private sectors are the main source of economic growth and development.
The private companies are mainly responsible for the production of goods and services and the employment of people. They are also responsible to provide the goods to the people of India. There are many types of private enterprises. These are:
Indian economy has been growing at a very fast pace since the last few years. This growth has helped the country to develop in many ways. One of these ways is that the government has increased its spending on education. In this way, the number of students who are getting educated has also increased. But the problem is still there. Many students are still not able to get good education because of their poverty. So, there are some ways by which the students can get educated even if",168,192
Indian economy,"Indian economy grew at 6.8% in 2010-11, says CSO
The Indian Economy has grown at a rate of 9.4 per cent in the first quarter of the current financial year, according to the latest data released by the Central Statistical Organisation.
Indian economy has shown a growth of more than 8 per in previous 3 quarters
According to CBO, the Indian economic growth has been the highest in last 12 years. The previous highest growth rate was 7.9 per which was recorded in Q2 of financial 06-07
GDP growth is expected to slow down to 5.6 per from 4.5 per last year
Central Statistica Organisation
Previous articleRajasthan’s Kota tops in employability survey
Next articleKFC India to invest Rs ₹ ‎",169,188
Indian economy,"Indian economy likely to grow 7.5% in 2015-16: IMF
IMF chief Christine Lagarde said that the growth of the Indian Economy in the next fiscal year is likely at 6.8 per cent and the following year at a rate of 8.2 per
Indian economy is expected to expand 5.3 per perent in fisca 14-25 and 4.9 per ent in next financial year. (Reuters)
International Monetary Fund (IM F) chief has said the economy of India is projected to be 0.1 percentage point lower in this fiscle year than the previous one.
“The growth in India this year (2104) is 3.6 per ce nt, and we expect it to go up to 9.4 per cet in five years’",170,188
Indian economy,"Indian economy will grow by 7.8% in 2022: IMF
The International Monetary Fund (IMF) on Tuesday projected the Indian Gross Domestic Product (GDP) to grow at 8.2 per cent in the current fiscal, which is higher than the 6.9 per growth project by the Reserve Bank of India (RBI).
According to the IM F’s World Economic Outlook (WEO) Update, India’ s GDP is expected to expand by a higher-than-expected 9.5 per in FY23.
In the WEO Update released on October 12, the International organisation had projecting India s economy to clock a growth rate of 5.3 per next fisca l year. However, in its October outlook, IM has revised up its projection for India to",171,187
Indian economy,"Indian economy has witnessed a slowdown in the recent past, which is reflected in a number of economic indicators. However, the country’s GDP growth has remained robust in comparison with other major economies. The Gross Domestic Product (GDP) growth rate for the first quarter of the financial year 2019-21 stood at 5% as compared to 8.2% in Q1 of 18-10.
The slowing economy is a matter of concern for many economists and policymakers. In this regard, some have even raised the question of whether the economy needs to be rebalanced. This article will discuss the reasons for this slow down and the measures that can be taken to re-balance the Indian Economy. We will also look at the implications of a revised GST rate structure on the revenue of states and central government. Finally,",172,189
Indian economy,"Indian economy is one of the fastest growing economies in the world. Indian companies are expanding their businesses in other countries. They are seeking to expand their operations in countries like China, the United States, Canada, Australia, New Zealand, Germany, France, and the UK.
There are many reasons why Indian businessmen are looking to do business in these countries, but one reason is that they are the most developed countries in terms of their infrastructure and technology. These countries are also the richest in resources and have a large number of skilled workers. Therefore, Indian entrepreneurs are finding it easier to set up their companies in such countries and are able to make more money. This is why many Indian people are interested in doing business with these companies.",173,190
Indian economy,"Indian economy has been doing well in recent years.
The GDP growth rate has increased from 6.7% in 2013-14 to 7.2% during 1st quarter of 4th quarter 31 March 5006 of the current financial year. This growth is mainly due to the efforts made by the government. The government has done a lot to increase the growth of agriculture. As a result, the country’s economy is showing good results. In the last five years, there has also been a significant increase in the production of food grains. At the same time, India’ s foreign trade is also showing a good trend. India is exporting more goods than before. And at the international level, our country is getting a better place. Therefore, in this article, we are going to discuss the economic situation of India. So, let’;s start. What is the Growth Rate",174,198
Indian economy,"Indian economy to grow 7.5% in FY16: Arun Jaitley
Finance Minister Arvind Jailtey. (File Photo: IANS)
New Delhi, April 18 (IANSlife) Finance minister Arjun Jaitey on Monday said the Indian Economy is expected to register a growth of 6.9-7 per cent in 2015-17 and 8-8.2 per in the next fiscal.
“The Indian growth story is intact. We expect the economy will grow at 5.7-6 per during 91-92 and at the same rate in next two years,” he said while presenting the Union Budget for 0214-25 in parliament. He added that the country’s economy is on a",175,181
Indian economy,"Indian economy has been growing at a faster rate than the world economy.
The Indian government has taken several steps to improve the economy of the country. The government is focusing on increasing the production of goods and services. This will help in increasing employment opportunities for people. Also, the government will try to reduce the cost of living for citizens. These steps will make the Indian Economy strong and stable.",176,185
Indian economy,"Indian economy has been in the doldrums for quite some time now. There are a number of reasons for this. First, there has not been a single government in power for the last 10 years that has really tried to fix the economy. Second, the bureaucracy has become so corrupt that it is almost impossible to do business in India. Third, India’s infrastructure is in a shambles. Fourth, Indian banks are in terrible shape. Fifth and finally, Indians have no confidence in their own government.
Indian economy is not doing well. The country is facing a lot of problems. One of the major problems is the unemployment. In India, unskilled laborers are not getting jobs. This is because there is a shortage of skilled workers. Another problem is that the government is spending a large amount of money on infrastructural development. But this",177,188
Indian economy,"Indian economy is going through a very tough time. The economy has been in a recession for the last 12 months.
The government has done everything to revive the economy but nothing seems to be working. Inflation is at a 40-year high, unemployment is rising and the government is running out of money. There is no sign of improvement in the near future. What will happen if the Indian government runs out?
India is a country that has a lot of problems. One of the biggest problems is that the country is not able to generate enough money to pay for its government. This is because the people of India do not have enough savings. They are not saving enough because they do.",178,192
Indian economy,"Indian economy to grow at 7.4 per cent in 2017-18: IMF
Washington: The International Monetary Fund (IMF) has projected that India's economy would grow by 6.6 per
cent in the current fiscal year and by another 0.8 percentage point in
the next fiscall year.
The IMf said in its latest World Economic Outlook (WEO) report that
India' s economy is projecting to expand at a rate of 4.2 per ent in this
year and 5.1 perent in next year, 1.3 percentage points higher than
projected in January.",179,184
Indian economy,"Indian economy is the 6th largest in the world in terms of nominal GDP and 3rd largest by purchasing power parity. India's per capita Gross Domestic Product (GDP) is $1,320, which is 1/5th of the per-capita income of China. The country is a member of BRICS, G-28, CERN, WTO, SAARC, BIMSTEC, and the UN.
India has the second-largest population in Asia and in 23 countries in total. It has a population density of 400 people per square kilometer, with the majority of its population living in rural areas. About 80 percent of India is agricultural land, where about 50% of Indians are engaged in agriculture. A total of about $21",180,183
Indian economy,"Indian economy is witnessing a phase of accelerated growth. The recent GDP growth rate of 8.2% is the highest in 25 years. India is now the fastest growing major economy in the world.
India is also a leading player in global growth markets. With its strong demographic dividend and a young and dynamic workforce, India has the potential to become a global powerhouse. As the country grows, so does its need for energy. According to the International Energy Agency, energy demand in India will grow by 3.4% annually between 1990 and 5.7% between now and the year 00. In order to meet this growing demand, the Indian government has been investing heavily in energy infrastructure. This has led to an increase in power generation capacity, with new plants coming online every year. However, despite this growth, there is still a large gap between supply and demand. Currently, only",181,198
Indian economy,"Indian economy to grow at 7.5% in FY19: IMF
The International Monetary Fund (IMF) has said that the Indian Economy will grow by 6.7 per cent in 2018 and 5.8 per in the next year. The IMf has also projected that India's GDP will be around 8.2 per by the year 10.
""The Indian government' s reform efforts have resulted in stronger economic growth and lower inflation. These efforts should continue, including on the fiscal front, as the government is set to embark on a new five-year term,"" the IM F said in its World Economic Outlook (WEO).
It further said, ""India' economic outlook is positive. Growth is project to accelerate to 9.0 per year by Fiscal Year 0, and to remain",182,192
Indian economy,"Indian economy is the sixth largest economy in the world and is expected to be the third largest by 2028. India is a land of opportunities and has been a great hub for many global companies. Indian culture is rich and diverse. The country is home to many religions and languages.
The Indian education system is also one of the best in Asia. It has a strong emphasis on science and technology. There are many universities in India that offer courses in business, engineering, medicine, law, and other fields. In addition, there are a number of colleges that specialize in specific areas such as arts and design. This article will discuss the top 10 universitites in india. We will also provide a list of their ranking and some interesting facts about each university. So, let’s get started!
1. IIT Bombay
2. IIM Bang",183,183
Indian economy,"Indian economy to grow 7.2% in 2017-18: IMF
The International Monetary Fund (IMF) on Monday said that the Indian Economy is expected to register a growth of 6.6 per cent in the current financial year 16- 06, and 8.1 per in next fiscal.
It said the growth rate of the economy is likely to increase to 9.4 per by 50-55 per year in future. The IM said it has revised the forecast for the world economy upward by a tenth of a percentage point to a 3.5 growth in this year.",184,195
Indian economy,"Indian economy to grow at 7.2% in 2019-21: IMF
India’s economy is projected to expand by 6.1% this year and 5.8% next year, the IMFC said, adding that the growth would accelerate to 8.4% by the end of the 10-year period.
The International Monetary Fund (IMF) has projecting India’’ economy at a growth rate of 4.7% and the global growth at an estimated 3.6% for 022. The IMG also said that India is expected to be the fastest-growing major economy over the next five years. (Reuters)
Global growth is set to improve in the coming years but the risks to the outlook are “tilted to downside",185,181
